Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
30,61,24,17,AMTAIL
30,61,24,20,BHUBANKURA
30,61,24,21,BILDORA
30,61,24,33,DHARA
30,61,24,40,DHURAIL
30,61,24,47,GAZIR BHITA
30,61,24,61,HALUAGHAT
30,61,24,67,JUGLI
30,61,24,74,KAICHAPUR
30,61,24,81,NARAIL
30,61,24,84,SAKUAI
30,61,24,94,SWADESHI
30,61,31,,ISHWARGANJ
30,61,31,11,ATHARABARI
30,61,31,13,BARAHIT
30,61,31,40,ISHWARGANJ
30,61,31,45,JATIA
30,61,31,54,MAIJBAGH
30,61,31,63,MOGTOLA
30,61,31,67,RAJIBPUR
30,61,31,76,SARISHA
30,61,31,85,SOHAGI
30,61,31,90,TARUNDIA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,61,31,94,UCHAKHILA
30,61,52,,MYMENSINGH SADAR
30,61,52,23,AKUA
30,61,52,25,ASHTADHAR
30,61,52,27,BAIRA (KEWATKHALI) UNION
30,61,52,29,BHABKHALI UNION
30,61,52,31,BORAR CHAR UNION
30,61,52,33,CHAR ISHWARDIA UNION
30,61,52,40,CHAR NILAKSHMIA UNION
30,61,52,47,DAPUNIA UNION
30,61,52,54,GHAGRA UNION
30,61,52,67,KHAGDAHAR UNION
30,61,52,74,KUSHTIA UNION
30,61,52,88,PARANGANJ UNION
30,61,52,94,SIRTA UNION
30,61,65,,MUKTAGACHHA
30,61,65,16,BARAGRAM
30,61,65,17,BASATI
30,61,65,25,DAOGAON
30,61,65,34,DULLA
30,61,65,43,GHOGA
30,61,65,51,KASHIMPUR
30,61,65,60,KHERUAJANI
30,61,65,69,KUMARGHATA
30,61,65,77,MANKON UNION
30,61,65,94,TARATI UNION
30,61,72,,NANDAIL
30,61,72,13,ACHARGAON
30,61,72,15,BETAGAIR
30,61,72,23,CHANDIPASHA
30,61,72,31,GANGAIL
30,61,72,39,JAHANGIRPUR
30,61,72,47,KHARUA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,61,72,55,MOAZZEMPUR
30,61,72,63,MUSULI
30,61,72,71,NANDAIL
30,61,72,79,RAJGATI
30,61,72,87,SHERPUR
30,61,72,94,SINGRAIL
30,61,81,,PHULPUR
30,61,81,11,BALIA
30,61,81,18,BHAITKANDI
30,61,81,27,BAOLA
30,61,81,54,PAYARI
30,61,81,58,PHULPUR
30,61,81,63,RAHIMGANJ
30,61,81,67,RAMBHADRAPUR
30,61,81,76,RUPASI
30,61,81,81,SANDHARA
30,61,81,90,SINGHESHWAR
30,61,88,,TARAKANDA
30,61,88,12,BALIKHAN
30,61,88,13,BANIHALA
30,61,88,22,BISHKA
30,61,88,31,DHAKUA
30,61,88,36,GALAGAON
30,61,88,40,KAKNI
30,61,88,45,KAMARGAON
30,61,88,49,KAMARIA
30,61,88,72,RAMPUR
30,61,88,94,TARAKANDA
30,61,94,,TRISHAL
30,61,94,13,AMIRABARI
30,61,94,15,BAILAR
30,61,94,19,BALI PARA
30,61,94,28,DHANIKHOLA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,61,94,38,HARIRAMPUR
30,61,94,47,KANIHARI
30,61,94,57,KANTHAL
30,61,94,61,MATHBARI
30,61,94,63,MOKSHAPUR
30,61,94,66,RAMPUR
30,61,94,76,SAKHUA
30,61,94,85,TRISHAL
30,67,,,NARAYANGANJ
30,67,2,,ARAIHAZAR
30,67,2,23,ARAIHAZAR
30,67,2,26,BISHNANDI
30,67,2,29,BRAHMANDI
30,67,2,31,DUPTARA
30,67,2,39,FATEHPUR
30,67,2,47,HAIZADI
30,67,2,55,KALA PAHARIA
30,67,2,63,KHAGAKANDA
30,67,2,71,MAHMUDPUR
30,67,2,79,SADASARDI
30,67,2,87,SATGRAM
30,67,2,94,UCHITPUR
30,67,4,,SONARGAON
30,67,4,24,BAIDYER BAZAR
30,67,4,27,BARADI
30,67,4,34,JAMPUR
30,67,4,43,KACHPUR
30,67,4,51,MUGRA PARA
30,67,4,60,NOAGAON
30,67,4,69,PIRIJPUR
30,67,4,77,SADIPUR
30,67,4,86,SHAMBHUPURA
30,67,4,94,SANMANDI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,67,6,,BANDAR
30,67,6,15,BANDAR
30,67,6,31,DHAMGAR
30,67,6,47,KALAGACHHIA UNION
30,67,6,63,MADANPUR
30,67,6,79,MUSAPUR
30,67,58,,NARAYANGANJ SADAR
30,67,58,20,ALIR TEK
30,67,58,25,BAKTABALLI
30,67,58,31,ENAYETNAGAR
30,67,58,37,FATULLAH
30,67,58,47,GOGNAGAR
30,67,58,63,KASHIPUR
30,67,58,79,KUTUBPUR
30,67,68,,RUPGANJ
30,67,68,22,BHOLABA
30,67,68,25,BULTA
30,67,68,31,DAUDPUR
30,67,68,39,GOLAKANDAIL
30,67,68,55,KAYET PARA
30,67,68,63,MURA PARA
30,67,68,79,RUPGANJ
30,68,,,NARSINGDI
30,68,7,,BELABO
30,68,7,11,AMLABA
30,68,7,13,BAJNABA
30,68,7,20,BELABO
30,68,7,25,BINYABAID
30,68,7,31,CHAR UJILABA
30,68,7,59,NARAYANPUR
30,68,7,71,PATULI
30,68,7,83,SALLABAD
30,68,52,,MANOHARDI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,68,52,21,BARA CHAPA
30,68,52,27,CHALAK CHAR
30,68,52,33,CHANDANBARI
30,68,52,40,CHAR MANDALIA
30,68,52,47,DAULATPUR
30,68,52,54,EKDUARIA
30,68,52,61,GOTASHIA
30,68,52,67,KANCHIKATA
30,68,52,74,KHIDIRPUR
30,68,52,77,KRISHNAPUR
30,68,52,81,LEBUTALA
30,68,52,94,SHUKUNDI
30,68,60,,NARSINGDI SADAR
30,68,60,20,ALOKBALI
30,68,60,21,AMDIA
30,68,60,23,CHAR DIGHALDI
30,68,60,25,CHINISHPUR
30,68,60,29,HAJIPUR
30,68,60,41,KARIMPUR
30,68,60,47,KANTHALIA
30,68,60,53,NURALLA PUR U/C
30,68,60,59,MAHISHASURA
30,68,60,65,MEHER PARA
30,68,60,77,NAZARPUR
30,68,60,83,PAIKAR CHAR
30,68,60,89,PANCHDONA
30,68,60,95,SILMANDI
30,68,63,,PALASH
30,68,63,15,CHAR SINDUR
30,68,63,31,DANGA
30,68,63,47,GAZARIA
30,68,63,79,JINARDI
30,68,64,,ROYPURA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,68,64,10,AMIRGANJ
30,68,64,12,ADIABAD
30,68,64,14,ALIPURA
30,68,64,16,BANSHGARI
30,68,64,23,CHANDERKANDI
30,68,64,27,CHANDPUR
30,68,64,30,CHAR ARALIA
30,68,64,33,CHAR MADHUA
30,68,64,37,CHAR SUBUDDI
30,68,64,40,DAUKAR CHAR
30,68,64,44,HAIRMARA
30,68,64,47,MAHESHPUR
30,68,64,50,MARJAL
30,68,64,54,MIRZANAGAR
30,68,64,57,MIRZAPUR
30,68,64,61,MIRZAR CHAR
30,68,64,64,MUSAPUR
30,68,64,71,NILAKHYA
30,68,64,74,PALASHTALI
30,68,64,78,PARATALI
30,68,64,81,RADHANAGAR
30,68,64,84,ROYPURA
30,68,64,91,SREENAGAR
30,68,64,94,UTTAR BAKHARNAGAR
30,68,76,,SHIBPUR
30,68,76,10,AYUBPUR
30,68,76,21,BAGHABA
30,68,76,31,CHAK RADHA
30,68,76,42,DULALPUR
30,68,76,52,JOSAR
30,68,76,63,JOYNAGAR
30,68,76,73,MASIMPUR
30,68,76,84,PUTIA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,68,76,94,SADHAR CHAR
30,72,,,NETRAKONA
30,72,4,,ATPARA
30,72,4,11,BANIAJAN
30,72,4,23,DUAZ
30,72,4,35,LONESHWAR
30,72,4,47,SARMAISA
30,72,4,59,SUKHARI
30,72,4,71,SONAI
30,72,4,83,TELIGATI
30,72,9,,BARHATTA
30,72,9,11,ASMA
30,72,9,23,BARHATTA
30,72,9,35,BAUSHI
30,72,9,47,CHHIRAM
30,72,9,59,ROYPUR
30,72,9,71,SAHATA
30,72,9,83,SINGDHA
30,72,18,,DURGAPUR
30,72,18,12,BAKALJORA
30,72,18,17,BIRISIRI
30,72,18,25,CHANDIGARH
30,72,18,51,DURGAPUR
30,72,18,69,GAOKANDIA
30,72,18,77,KAKAIRGARA
30,72,18,86,KULLAGORA
30,72,38,,KHALIAJURI
30,72,38,13,CHAKUA
30,72,38,27,GAZIPUR
30,72,38,40,KHALIAJURI
30,72,38,54,KRISHNAPUR
30,72,38,67,MENDIPUR
30,72,38,81,NAGAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,72,40,,KALMAKANDA
30,72,40,11,BARA KHARPAN
30,72,40,23,KAILATI
30,72,40,35,KALMAKANDA
30,72,40,47,KHARNAI
30,72,40,59,LENGURA
30,72,40,71,NAZIRPUR
30,72,40,83,POGLA
30,72,40,95,RANGCHHATI
30,72,47,,KENDUA
30,72,47,11,ASUJIA
30,72,47,13,BALAISHIMUL
30,72,47,20,CHIRANG
30,72,47,27,DALPA
30,72,47,33,GARADOBA
30,72,47,40,GANDA
30,72,47,47,KANDIURA
30,72,47,61,MASHKA
30,72,47,67,MUZAFFARPUR
30,72,47,74,NOAPARA
30,72,47,81,PAIKURA
30,72,47,88,ROAILBARI
30,72,47,94,SANDIKONA
30,72,56,,MADAN
30,72,56,10,FATEHPUR
30,72,56,21,GOBINDASREE
30,72,56,31,CHANDGAON
30,72,56,42,KAITAIL
30,72,56,52,MADAN
30,72,56,63,MAGHAN
30,72,56,73,NAYEKPUR
30,72,56,84,TIASREE
30,72,63,,MOHANGANJ
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,72,63,10,BARKASHIA BIRAMP
30,72,63,21,BARATALI BANIHARI
30,72,63,31,GAGLAJUR
30,72,63,42,MAGHAN SIADHAR
30,72,63,63,SAMAJ SAHILDEO
30,72,63,73,SUAIR
30,72,63,84,TENTULIA
30,72,74,,NETROKONA SADAR
30,72,74,13,AMTALA
30,72,74,15,CHALLISHA
30,72,74,23,DAKSHIN BISHIURA
30,72,74,31,KAILATI
30,72,74,39,KALIARA GABRAGAT
30,72,74,47,LAKSHMIGANJ
30,72,74,54,MADANPUR
30,72,74,55,MEDNI
30,72,74,63,MAUGATI
30,72,74,79,RAUHA
30,72,74,87,SINGHAR BANGLA
30,72,74,94,THAKURAKONA
30,72,83,,PURBADHALA
30,72,83,13,AGIA
30,72,83,15,BAIRATI
30,72,83,23,BISHKAKUNI
30,72,83,31,DHALA MULGAON
30,72,83,39,GHAGRA
30,72,83,55,GOHALAKANDA
30,72,83,63,HOGLA
30,72,83,71,JARIA
30,72,83,79,KHALISHAUR
30,72,83,87,NARANDIA
30,72,83,94,PURBADHALA
30,82,,,RAJBARI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,82,7,,BALIAKANDI
30,82,7,17,BAHARPUR
30,82,7,19,BALIAKANDI
30,82,7,47,ISLAMPUR
30,82,7,57,JAMALPUR
30,82,7,66,JANGAL
30,82,7,85,NARUA
30,82,7,95,NAWABPUR
30,82,29,,GOALANDA
30,82,29,19,CHHOTA BHAKLA
30,82,29,38,DAULATDIA
30,82,29,57,DEBAGRAM
30,82,29,76,UJAN CHAR
30,82,47,,KALUKHALI
30,82,47,18,BOALIA
30,82,47,30,KALIKAPUR
30,82,47,55,MAJHBARI
30,82,47,60,MADAPUR
30,82,47,70,MRIGI
30,82,47,85,RATANDIA
30,82,47,95,SAORAIL
30,82,73,,PANGSHA
30,82,73,16,BAHADURPUR
30,82,73,20,HABASPUR
30,82,73,25,JASHAI
30,82,73,35,KALIMAHAR
30,82,73,40,KASBA MAJHAIL
30,82,73,50,MACHH PARA
30,82,73,65,MAURAT
30,82,73,75,BABUPARA
30,82,73,80,PATTA
30,82,73,90,SARISHA
30,82,76,,RAJBARI SADAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,82,76,12,ALIPUR
30,82,76,14,BANIBAHA
30,82,76,21,BARAT
30,82,76,29,BASANTAPUR
30,82,76,32,CHANDANI
30,82,76,36,DADSHI
30,82,76,43,KHANKHANAPUR
30,82,76,45,KHANGANJ
30,82,76,51,MIZANPUR
30,82,76,58,MULGHAR
30,82,76,65,PANCHURIA
30,82,76,80,RAMKANTAPUR
30,82,76,87,SHAHID WAHABPUR
30,82,76,94,SULTANPUR
30,86,,,SHARIATPUR
30,86,14,,BHEDARGANJ
30,86,14,12,ARSHI NAGAR
30,86,14,15,CHAR BHAGA
30,86,14,17,CHAR KUMARIA
30,86,14,25,CHHAYGAON
30,86,14,28,CHAR CENSUS
30,86,14,32,DHAKHIN TARABUNIA
30,86,14,43,DIGAR MAHISHKHALI
30,86,14,51,KACHIKATA
30,86,14,60,MAHISAR
30,86,14,69,NARAYANPUR
30,86,14,77,RAMBHADRAPUR
30,86,14,86,SAKHIPUR
30,86,14,94,TARABUNIA
30,86,25,,DAMUDYA
30,86,25,23,DARUL AMAN
30,86,25,35,DHANKATI
30,86,25,40,ISLAM PUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,86,25,47,KANESHWAR
30,86,25,59,PURBA DAMUDYA
30,86,25,71,SIDULKURA
30,86,25,83,SIDYA
30,86,36,,GOSAIRHAT
30,86,36,11,ALADLPUR CHAR
30,86,36,23,GOSAIRHAT
30,86,36,35,IDILPUR
30,86,36,47,KODALPUR
30,86,36,51,KUCHAIPATTI
30,86,36,59,NAGER PARA
30,86,36,71,NALMURI
30,86,36,83,SAMANTASAR
30,86,65,,NARIA
30,86,65,11,BHOJESHWAR
30,86,65,12,BHUMKHARA
30,86,65,18,BIJHARI
30,86,65,25,CHAMTA
30,86,65,31,CHAR ATRA
30,86,65,37,DINGA MANIK
30,86,65,44,FATEH JANGAPUR
30,86,65,50,GHARISAR
30,86,65,56,JAPSA
30,86,65,63,KEDARPUR
30,86,65,69,MUKTARER CHAR
30,86,65,82,NASASAN
30,86,65,88,NOAPARA
30,86,65,94,RAJNAGAR
30,86,69,,SHARIATPUR SADAR
30,86,69,17,ANGARIA
30,86,69,19,BINODPUR
30,86,69,28,CHANDRAPUR
30,86,69,38,CHIKANDI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,86,69,47,CHITALIA
30,86,69,57,DOMSAR
30,86,69,62,MOHAMMADPUR
30,86,69,66,PALONG
30,86,69,76,RUDRAKAR
30,86,69,85,SHAUL PARA
30,86,69,95,TULASAR
30,86,94,,ZANJIRA
30,86,94,12,BARA GOPALPUR
30,86,94,14,BARAKANDI
30,86,94,21,BARA KRISHNAGAR
30,86,94,29,BILASPUR
30,86,94,43,JOYNAGAR
30,86,94,51,KUNDER CHAR
30,86,94,58,MULNA
30,86,94,65,NAODOBA
30,86,94,73,PALER CHAR
30,86,94,80,PURBA NAODOBA
30,86,94,87,SENER CHAR
30,86,94,94,ZANJIRA
30,89,,,SHERPUR
30,89,37,,JHENAIGATI
30,89,37,12,DHANSHAIL
30,89,37,15,GAURIPUR
30,89,37,17,HATIBANDHA MALIJHIKANDA
30,89,37,25,JHENAIGATI
30,89,37,43,KANGSHA
30,89,37,50,MALIJHIKANDA
30,89,37,60,NALKURA
30,89,67,,NAKLA
30,89,67,17,BANESHWARDI
30,89,67,19,CHANDRAKONA
30,89,67,28,CHAR ASHTADHAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,89,67,38,GANAPADDI
30,89,67,47,GOURDWAR
30,89,67,57,NAKLA
30,89,67,66,PATHAKATA
30,89,67,76,TALKI
30,89,67,85,URPHA
30,89,70,,NALITABARI
30,89,70,30,BAGHBER
30,89,70,34,JOGANIA
30,89,70,38,KAKARKANDI
30,89,70,41,KALASPUR
30,89,70,51,NALITABARI
30,89,70,55,NAYABIL
30,89,70,69,NUNNI
30,89,70,72,MARICHPURA
30,89,70,75,PORAGAON
30,89,70,77,RAJNAGAR
30,89,70,86,RAMCHANDRAKURA MANDALIA
30,89,70,94,RUPNARAYANKURA
30,89,88,,SHERPUR SADAR
30,89,88,11,BAJITKHILA
30,89,88,13,BALAIR CHAR
30,89,88,15,BETMARI GHUGHURAKANDI
30,89,88,20,BHATSALA
30,89,88,27,CHAR MUCHARIA
30,89,88,33,CHAR PAKSHIMARI
30,89,88,40,CHAR SHERPUR
30,89,88,47,DHALA
30,89,88,54,GHAZIR KHAMAR
30,89,88,61,KAMARER CHAR
30,89,88,67,KAMARIA
30,89,88,74,LAKSHMANPUR
30,89,88,81,PAKURIA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,89,88,88,RAUHA
30,89,90,,SREEBARDI
30,89,90,15,BHELUA
30,89,90,31,GARJARIPA
30,89,90,39,GOSAIPUR
30,89,90,47,KAKILAKURA
30,89,90,55,KHARIA KAZIR CHAR
30,89,90,63,KURIKAHANIA
30,89,90,71,RANI SHIMUL
30,89,90,79,SINGA BARUNA
30,89,90,86,SREEBARDI
30,89,90,94,TANTIHATI
30,93,,,TANGAIL
30,93,9,,BASAIL
30,93,9,11,BASAIL
30,93,9,35,FULKI
30,93,9,47,HABLA
30,93,9,59,KANCHANPUR
30,93,9,71,KASHIL
30,93,9,83,KAOALJANI
30,93,19,,BHUAPUR
30,93,19,13,ARJUNA
30,93,19,27,ALOA
30,93,19,40,FALDA
30,93,19,54,GABSARA
30,93,19,67,GOBINDASI
30,93,19,81,NIKRAIL
30,93,23,,DELDUAR
30,93,23,11,ATIA
30,93,23,23,DELDUAR
30,93,23,35,DEOLI
30,93,23,41,DUBAIL
30,93,23,47,ELASIN
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,93,23,59,FAZILHATI
30,93,23,65,LAUHATI
30,93,23,71,PATHRAIL
30,93,25,,DHANBARI
30,93,25,21,BALIBHADRA
30,93,25,25,BANIAJAN
30,93,25,38,BIRTARA
30,93,25,47,JADUNATHPUR
30,93,25,57,DHOPAKHALI
30,93,25,68,JADUNATHPUR
30,93,25,80,MUSUDDI
30,93,25,85,PAISKA
30,93,28,,GHATAIL
30,93,28,15,ANEHOLA
30,93,28,17,DEULABARI
30,93,28,25,DEOPARA
30,93,28,34,DHALA PARA
30,93,28,43,DIGALKANDI
30,93,28,51,DIGAR
30,93,28,60,GHATAIL
30,93,28,69,JAMURIA
30,93,28,77,LAKHER PARA
30,93,28,86,RASULPUR
30,93,28,94,SANDHANPUR
30,93,28,98,GHATAIL CANTT.
30,93,38,,GOPALPUR
30,93,38,17,ALAMNAGAR
30,93,38,21,DHOPAKANDI
30,93,38,58,HADIRA
30,93,38,65,HEMNAGAR
30,93,38,73,JHAWAIL
30,93,38,80,MIRZAPUR
30,93,38,94,NAGDA SIMLA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,93,47,,KALIHATI
30,93,47,12,BALLA
30,93,47,14,BANGRA
30,93,47,21,BIR BASUNDA
30,93,47,25,DASHKIA
30,93,47,29,DURGAPUR
30,93,47,43,GOHALIABARI
30,93,47,58,KOK DAHARA
30,93,47,65,NAGBARI
30,93,47,73,NARANDIA
30,93,47,80,PAIKARA
30,93,47,83,PARKI
30,93,47,87,SALLA
30,93,47,94,SAHADEBPUR
30,93,57,,MADHUPUR
30,93,57,21,ALOKDIA
30,93,57,24,ARANKHOLA
30,93,57,28,AUSNARA
30,93,57,66,GOLABARI
30,93,57,78,MIRZABARI
30,93,57,92,SOLAKURI
30,93,66,,MIRZAPUR
30,93,66,13,AJGANA
30,93,66,15,ANAITARA
30,93,66,23,BAHURIA
30,93,66,31,BANAIL
30,93,66,34,BANSHTAIL
30,93,66,36,BHAORA
30,93,66,39,BHATGRAM
30,93,66,47,FATEHPUR
30,93,66,55,GORAI
30,93,66,63,JAMURKI
30,93,66,67,LATIFPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,93,66,71,MAHERA
30,93,66,87,TARAFPUR
30,93,66,94,UARSI
30,93,76,,NAGARPUR
30,93,76,10,BEKRA
30,93,76,12,BHADRA
30,93,76,14,BHARA
30,93,76,21,DUPTIAIR
30,93,76,36,DHUBARIA
30,93,76,43,GAYHATA
30,93,76,58,MAMUDNAGAR
30,93,76,65,MOKHNA
30,93,76,73,NAGARPUR
30,93,76,80,PAKUTIA
30,93,76,87,SAHABATPUR
30,93,76,94,SALIMABAD
30,93,85,,SAKHIPUR
30,93,85,13,BAHERATAIL
30,93,85,21,DARIAPUR
30,93,85,27,GAZARIA
30,93,85,40,HATIBANDHA
30,93,85,54,JADABPUR
30,93,85,67,KAKRAJAN
30,93,85,81,KALIA
30,93,85,83,KALMEGHA
30,93,95,,TANGAIL SADAR
30,93,95,37,BAGHIL
30,93,95,39,DANYA
30,93,95,41,GALA
30,93,95,47,GHARINDA
30,93,95,53,HUGRA
30,93,95,59,KARATIA
30,93,95,65,KATULI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,93,95,71,KAKUA
30,93,95,77,MAGRA
30,93,95,80,MAHAMUDNAGAR
30,93,95,83,SILIMPUR
30,93,95,90,PORABARI
40,,,,KHULNA
40,1,,,BAGERHAT
40,1,8,,BAGERHAT SADAR
40,1,8,17,BARAI PARA
40,1,8,25,BEMARTA
40,1,8,34,BISHNUPUR
40,1,8,35,DEMA
40,1,8,51,GOTA PARA
40,1,8,60,JATRAPUR
40,1,8,69,KARA PARA
40,1,8,77,KHANPUR
40,1,8,86,RAKHALGACHHI
40,1,8,94,SHAT GAMBUJ
40,1,14,,CHITALMARI
40,1,14,15,CHAR BANIARI
40,1,14,19,BARA BARIA
40,1,14,31,CHITALMARI
40,1,14,47,HIZLA
40,1,14,63,SANTOSHPUR
40,1,14,66,KALATALA
40,1,14,79,SHIBPUR
40,1,34,,FAKIRHAT
40,1,34,10,BAHIRDIA MANSA
40,1,34,21,BETAGA
40,1,34,31,FAKIRHAT
40,1,34,42,LAKHPUR
40,1,34,52,MULGHAR
40,1,34,63,NALDHA MAUBHOG
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,1,34,73,PILJANGA
40,1,34,84,SUBHADIA
40,1,38,,KACHUA
40,1,38,15,BADHAL
40,1,38,28,DHOPAKHALI
40,1,38,38,GAZALIA
40,1,38,47,GOPALPUR
40,1,38,57,KACHUA
40,1,38,66,MAGHIA
40,1,38,76,RARI PARA
40,1,56,,MOLLAHAT
40,1,56,17,ATJURI
40,1,56,28,CHUNKHOLA
40,1,56,38,GANGNI
40,1,56,47,GAOLA
40,1,56,76,KODALIA
40,1,56,85,KULIA
40,1,56,95,UDAYPUR
40,1,58,,MONGLA
40,1,58,23,CHANDPI
40,1,58,27,BURIRDANGA
40,1,58,29,CHILA
40,1,58,59,MITHAKHALI
40,1,58,83,SUNILTALA
40,1,58,89,SUNDARBAN
40,1,58,97,CHANDPAI RANGE
40,1,60,,MORRELGANJ
40,1,60,10,BAHARBUNIA
40,1,60,11,BALAIBUNIA
40,1,60,17,BANAGRAM
40,1,60,23,BARAIKHALI
40,1,60,29,CHINGRAKHALI
40,1,60,35,DAIBAGNYAHATI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,1,60,41,HOGLABUNIA
40,1,60,47,HOGLA PASHA
40,1,60,53,JIUDHARA
40,1,60,59,KHUOLIA
40,1,60,65,MORRELGANJ
40,1,60,71,NISHANBARIA
40,1,60,77,PANCHAKARAN
40,1,60,83,PUTIKHALI
40,1,60,89,RAMCHANDRAPUR
40,1,60,95,TELIGATI
40,1,73,,RAMPAL
40,1,73,10,BAINTALA
40,1,73,11,BANSHTALI
40,1,73,17,BHOJPATIA
40,1,73,41,GAURAMBHA
40,1,73,47,HURKA
40,1,73,53,MALLIKER BER
40,1,73,71,PERIKHALI
40,1,73,77,RAJNAGAR
40,1,73,83,RAMPAL
40,1,73,94,UJALKUR
40,1,77,,SARANKHOLA
40,1,77,19,DHANSAGAR
40,1,77,38,KHONTAKATA
40,1,77,57,ROYENDA
40,1,77,76,DAKHIN KHALI
40,1,77,97,SHARANKHOLA RANGE
40,18,,,CHUADANGA
40,18,7,,ALAMDANGA
40,18,7,11,AILHAS
40,18,7,13,BELGACHHI
40,18,7,15,BARADI
40,18,7,23,BHANGABARIA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,18,7,27,CHITLA
40,18,7,31,DAUKI
40,18,7,39,GANGNI
40,18,7,47,HARDI
40,18,7,51,KALIDASHPUR
40,18,7,55,JAMJAMI
40,18,7,63,JEHALA
40,18,7,71,KHADIMPUR
40,18,7,79,KHASKARA
40,18,7,87,KUMARI
40,18,7,94,NAGDAHA
40,18,23,,CHUADANGA SADAR
40,18,23,11,ALOKDIA
40,18,23,23,BEGAMPUR
40,18,23,47,KUTUBPUR
40,18,23,59,MOMINPUR
40,18,23,62,PADMABILA
40,18,23,71,SHANKAR CHANDRA
40,18,23,83,TITUDAHA
40,18,31,,DAMURHUDA
40,18,31,11,DAMURHUDA
40,18,31,23,PERKRISHNAPUR MADNA
40,18,31,35,HOWLI
40,18,31,47,JURANPUR
40,18,31,59,KAPASADANGA
40,18,31,71,KURALGACHHI
40,18,31,83,NATIPOTA
40,18,55,,JIBAN NAGAR
40,18,55,19,ANDULBARIA
40,18,55,38,BANKA
40,18,55,42,HASADAH
40,18,55,50,ROYPUR
40,18,55,57,SIMANTA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
40,18,55,76,UTHALI
40,41,,,JESSORE
40,41,4,,ABHAYNAGAR
40,41,4,10,BAGHUTIA
40,41,4,21,PRAMBAG
40,41,4,27,SUNDOLI
40,41,4,42,PAYRA
40,41,4,52,CHALISHIA
40,41,4,63,SIDDHIPASHA
40,41,4,73,SREEDHARPUR
40,41,4,84,SUBHA PARA
40,41,9,,BAGHER PARA
40,41,9,15,BASUARI
40,41,9,19,BANDABILLA
40,41,9,28,DARAJHAT
40,41,9,38,DHALGRAM
40,41,9,47,DOHAKULA
40,41,9,57,JAMDIA
40,41,9,66,JAHARPUR
40,41,9,76,NARIKELBARIA
40,41,9,85,ROYPUR
40,41,11,,CHAUGACHHA
40,41,11,14,CHAUGACHHA
40,41,11,17,DHULIANI
40,41,11,25,HAKIMPUR
40,41,11,34,JAGADISHPUR
40,41,11,43,SWARUPDAHA
40,41,11,51,NARAYANPUR
40,41,11,60,PASHAPOLE
40,41,11,69,PATIBILA
