"Source","File","Variable","Description"
"DHS2011","CR61","v784l","na - place for hiv test: cs private"
"DHS2011","CR61","v784m","na - place for hiv test: cs private"
"DHS2011","CR61","v784n","na - place for hiv test: cs private"
"DHS2011","CR61","v784o","na - place for hiv test: cs private"
"DHS2011","CR61","v784p","na - place for hiv test: cs private"
"DHS2011","CR61","v784q","na - place for hiv test: cs private"
"DHS2011","CR61","v784r","na - place for hiv test: cs private"
"DHS2011","CR61","v784s","na - place for hiv test: cs private"
"DHS2011","CR61","v784t","na - place for hiv test: cs other"
"DHS2011","CR61","v784u","na - place for hiv test: cs other"
"DHS2011","CR61","v784v","na - place for hiv test: cs other"
"DHS2011","CR61","v784x","na - place for hiv test: other"
"DHS2011","CR61","v785","heard about other stis"
"DHS2011","CR61","mv750","ever heard of a sexually transmitted infection (sti)"
"DHS2011","CR61","mv751","ever heard of aids"
"DHS2011","CR61","mv754bp","na - reduce risk of getting hiv: do not have sex at all"
"DHS2011","CR61","mv754cp","reduce risk of getting hiv: always use condoms during sex"
"DHS2011","CR61","mv754dp","reduce risk of getting hiv: have 1 sex partner only, who has no other partners"
"DHS2011","CR61","mv754jp","can get hiv from mosquito bites"
"DHS2011","CR61","mv754wp","can get hiv by sharing food with person who has aids"
"DHS2011","CR61","mv756","a healthy looking person can have hiv"
"DHS2011","CR61","mv761","na - condom used during last sex with most recent partner"
"DHS2011","CR61","mv761b","na - condom used during last sex with 2nd to most recent partner"
"DHS2011","CR61","mv761c","na - condom used during last sex with 3rd to most recent partner"
"DHS2011","CR61","mv762aa","na - source for condoms: government hospital"
"DHS2011","CR61","mv762ab","na - source for condoms: cs public"
"DHS2011","CR61","mv762ac","na - source for condoms: cs public"
"DHS2011","CR61","mv762ad","na - source for condoms: cs public"
"DHS2011","CR61","mv762ae","na - source for condoms: cs public"
"DHS2011","CR61","mv762af","na - source for condoms: cs public"
"DHS2011","CR61","mv762ag","na - source for condoms: cs public"
"DHS2011","CR61","mv762ah","na - source for condoms: cs public"
"DHS2011","CR61","mv762ai","na - source for condoms: cs public"
"DHS2011","CR61","mv762aj","na - source for condoms: private hospital/clinic"
"DHS2011","CR61","mv762ak","na - source for condoms: pharmacy"
"DHS2011","CR61","mv762al","na - source for condoms: private doctor"
"DHS2011","CR61","mv762am","na - source for condoms: cs private"
"DHS2011","CR61","mv762an","na - source for condoms: cs private"
"DHS2011","CR61","mv762ao","na - source for condoms: cs private"
"DHS2011","CR61","mv762ap","na - source for condoms: cs private"
"DHS2011","CR61","mv762aq","na - source for condoms: cs private"
"DHS2011","CR61","mv762ar","na - source for condoms: cs private"
"DHS2011","CR61","mv762as","na - source for condoms: cs other"
"DHS2011","CR61","mv762at","na - source for condoms: cs other"
"DHS2011","CR61","mv762au","na - source for condoms: cs other"
"DHS2011","CR61","mv762av","na - source for condoms: cs other"
"DHS2011","CR61","mv762aw","na - source for condoms: cs other"
"DHS2011","CR61","mv762ax","na - source for condoms: other"
"DHS2011","CR61","mv762az","na - don't know any source for condoms"
"DHS2011","CR61","mv762ba","na - source for female condoms: government hospital"
"DHS2011","CR61","mv762bb","na - source for female condoms: cs public"
"DHS2011","CR61","mv762bc","na - source for female condoms: cs public"
"DHS2011","CR61","mv762bd","na - source for female condoms: cs public"
"DHS2011","CR61","mv762be","na - source for female condoms: cs public"
"DHS2011","CR61","mv762bf","na - source for female condoms: cs public"
"DHS2011","CR61","mv762bg","na - source for female condoms: cs public"
"DHS2011","CR61","mv762bh","na - source for female condoms: cs public"
"DHS2011","CR61","mv762bi","na - source for female condoms: cs public"
"DHS2011","CR61","mv762bj","na - source for female condoms: private hospital/clinic"
"DHS2011","CR61","mv762bk","na - source for female condoms: pharmacy"
"DHS2011","CR61","mv762bl","na - source for female condoms: private doctor"
"DHS2011","CR61","mv762bm","na - source for female condoms: cs private"
"DHS2011","CR61","mv762bn","na - source for female condoms: cs private"
"DHS2011","CR61","mv762bo","na - source for female condoms: cs private"
"DHS2011","CR61","mv762bp","na - source for female condoms: cs private"
"DHS2011","CR61","mv762bq","na - source for female condoms: cs private"
"DHS2011","CR61","mv762br","na - source for female condoms: cs private"
"DHS2011","CR61","mv762bs","na - source for female condoms: cs other"
"DHS2011","CR61","mv762bt","na - source for female condoms: cs other"
"DHS2011","CR61","mv762bu","na - source for female condoms: cs other"
"DHS2011","CR61","mv762bv","na - source for female condoms: cs other"
"DHS2011","CR61","mv762bw","na - source for female condoms: cs other"
"DHS2011","CR61","mv762bx","na - source for female condoms: other"
"DHS2011","CR61","mv762bz","na - don't know any source for female condoms"
"DHS2011","CR61","mv763a","had any sti in last 12 months"
"DHS2011","CR61","mv763b","had genital sore/ulcer in last 12 months"
"DHS2011","CR61","mv763c","had genital discharge in last 12 months"
"DHS2011","CR61","mv763d","na - had cs sti in last 12 months"
"DHS2011","CR61","mv763e","na - had cs sti in last 12 months"
"DHS2011","CR61","mv763f","na - had cs sti in last 12 months"
"DHS2011","CR61","mv763g","na - had cs sti in last 12 months"
"DHS2011","CR61","mv766a","na - number of sex partners, excluding spouse, in last 12 months"
"DHS2011","CR61","mv766b","na - number of sex partners, including spouse, in last 12 months"
"DHS2011","CR61","mv767a","na - relationship with most recent sex partner"
"DHS2011","CR61","mv767b","na - relationship with 2nd to most recent sex partner"
"DHS2011","CR61","mv767c","na - relationship with 3rd to most recent sex partner"
"DHS2011","CR61","mv768a","na - length of time had sex relations with most recent partner"
"DHS2011","CR61","mv768b","na - length of time had sex relations with 2nd to most recent partner"
"DHS2011","CR61","mv768c","na - length of time had sex relations with 3rd to most recent partner"
"DHS2011","CR61","mv769","na - can get a condom"
"DHS2011","CR61","mv769a","na - can get a female condom"
"DHS2011","CR61","mv770","sought advice/treatment for last sti infection"
"DHS2011","CR61","mv770a","sought sti advice/treatment from: government hospital"
"DHS2011","CR61","mv770b","sought sti advice/treatment from: specialized government hospital"
"DHS2011","CR61","mv770c","sought sti advice/treatment from: district hospital"
"DHS2011","CR61","mv770d","sought sti advice/treatment from: maternal & child welfare center"
"DHS2011","CR61","mv770e","sought sti advice/treatment from: upazila health complex"
"DHS2011","CR61","mv770f","sought sti advice/treatment from: health and family welfare center"
"DHS2011","CR61","mv770g","sought sti advice/treatment from: satellite clinic/epi outreach site"
"DHS2011","CR61","mv770h","sought sti advice/treatment from: community clinic"
"DHS2011","CR61","mv770i","sought sti advice/treatment from: family welfare assistant"
"DHS2011","CR61","mv770j","sought sti advice/treatment from: other public sector"
"DHS2011","CR61","mv770k","na - sought sti advice/treatment from: private hospital/clinic/doctor"
"DHS2011","CR61","mv770l","sought sti advice/treatment from: private hospital/clinic"
"DHS2011","CR61","mv770m","sought sti advice/treatment from: qualified doctor"
"DHS2011","CR61","mv770n","sought sti advice/treatment from: unqualified doctor"
"DHS2011","CR61","mv770o","sought sti advice/treatment from: pharmacy/drug store"
"DHS2011","CR61","mv770p","sought sti advice/treatment from: private medical college hospital"
"DHS2011","CR61","mv770q","sought sti advice/treatment from: other private sector"
"DHS2011","CR61","mv770r","sought sti advice/treatment from: herbal doctor"
"DHS2011","CR61","mv770s","sought sti advice/treatment from: homeopathic doctor"
"DHS2011","CR61","mv770t","sought sti advice/treatment from: ngo static clinic"
"DHS2011","CR61","mv770u","sought sti advice/treatment from: ngo satellite clinic"
"DHS2011","CR61","mv770v","sought sti advice/treatment from: ngo depo holder"
"DHS2011","CR61","mv770w","sought sti advice/treatment from: ngo field worker"
"DHS2011","CR61","mv770x","sought sti advice/treatment from: other"
"DHS2011","CR61","mv774a","na - hiv transmitted during pregnancy"
"DHS2011","CR61","mv774b","na - hiv transmitted during delivery"
"DHS2011","CR61","mv774c","na - hiv transmitted by breastfeeding"
"DHS2011","CR61","mv775","na - knows someone who has, or is suspected of having, hiv"
"DHS2011","CR61","mv777","na - would want hiv infection in family to remain secret"
"DHS2011","CR61","mv778","na - willing to care for relative with aids"
"DHS2011","CR61","mv779","na - a female teacher infected with hiv, but is not sick, should be allowed to c"
"DHS2011","CR61","mv780","na - children should be taught about condoms to avoid aids"
"DHS2011","CR61","mv781","na - ever been tested for hiv"
"DHS2011","CR61","mv783","na - know a place to get hiv test"
"DHS2011","CR61","mv784a","na - place for hiv test: government hospital"
"DHS2011","CR61","mv784b","na - place for hiv test: cs public"
"DHS2011","CR61","mv784c","na - place for hiv test: cs public"
"DHS2011","CR61","mv784d","na - place for hiv test: cs public"
"DHS2011","CR61","mv784e","na - place for hiv test: cs public"
"DHS2011","CR61","mv784f","na - place for hiv test: cs public"
"DHS2011","CR61","mv784g","na - place for hiv test: cs public"
"DHS2011","CR61","mv784h","na - place for hiv test: cs public"
"DHS2011","CR61","mv784i","na - place for hiv test: cs public"
"DHS2011","CR61","mv784j","na - place for hiv test: cs public"
"DHS2011","CR61","mv784k","na - place for hiv test: private hospital/clinic/doctor"
"DHS2011","CR61","mv784l","na - place for hiv test: cs private"
"DHS2011","CR61","mv784m","na - place for hiv test: cs private"
"DHS2011","CR61","mv784n","na - place for hiv test: cs private"
"DHS2011","CR61","mv784o","na - place for hiv test: cs private"
"DHS2011","CR61","mv784p","na - place for hiv test: cs private"
"DHS2011","CR61","mv784q","na - place for hiv test: cs private"
"DHS2011","CR61","mv784r","na - place for hiv test: cs private"
"DHS2011","CR61","mv784s","na - place for hiv test: cs other"
"DHS2011","CR61","mv784t","na - place for hiv test: cs other"
"DHS2011","CR61","mv784u","na - place for hiv test: cs other"
"DHS2011","CR61","mv784v","na - place for hiv test: cs other"
"DHS2011","CR61","mv784x","na - place for hiv test: other"
"DHS2011","CR61","mv785","heard about other stis"
"DHS2011","CR61","mv791","na - have ever paid anyone in exchange for sex"
"DHS2011","CR61","mv793","na - paid for sex in last 12 months"
"DHS2011","CR61","mv793a","na - condom used last time paid for sex in last 12 months"
"DHS2011","CR61","mv793b","na - condom used every time paid for sex in last 12 months"
"DHS2011","CR61","v820","na - condom used at first sex"
"DHS2011","CR61","v821a","na - most recent sex partner younger, the same age or older"
"DHS2011","CR61","v821b","na - 2nd to most recent sex partner younger, the same age or older"
"DHS2011","CR61","v821c","na - 3rd to most recent sex partner younger, the same age or older"
"DHS2011","CR61","v822","na - wife justified asking husband to use condom if he has sti"
"DHS2011","CR61","v823","can get hiv by witchcraft or supernatural means"
"DHS2011","CR61","v824","na - drugs to avoid hiv transmission to baby during pregnancy"
"DHS2011","CR61","v825","na - would buy vegetables from vendor with hiv"
"DHS2011","CR61","v826","na - last time tested for hiv"
"DHS2011","CR61","v826a","na - months ago most recent hiv test"
"DHS2011","CR61","v827","na - last hiv test: on your own, offered or required"
"DHS2011","CR61","v828","na - received result from last hiv test"
"DHS2011","CR61","v829","na - place were last hiv test was taken"
"DHS2011","CR61","v830","na - age of first sex partner"
"DHS2011","CR61","v831","na - first sex partner younger, same age or older"
"DHS2011","CR61","v832b","na - time since last sex with 2nd to most recent partner"
"DHS2011","CR61","v832c","na - time since last sex with 3rd to most recent partner"
"DHS2011","CR61","v833a","na - used condom every time had sex with most recent partner in last 12 months"
"DHS2011","CR61","v833b","na - used condom every time had sex with 2nd to most recent partner in last 12 m"
"DHS2011","CR61","v833c","na - used condom every time had sex with 3rd to most recent partner in last 12 m"
"DHS2011","CR61","v834a","na - age of most recent partner"
"DHS2011","CR61","v834b","na - age of 2nd to most recent partner"
"DHS2011","CR61","v834c","na - age of 3rd to most recent partner"
"DHS2011","CR61","v835a","na - alcohol consumption at last sex with most recent partner"
"DHS2011","CR61","v835b","na - alcohol consumption at last sex with 2nd to most recent partner"
"DHS2011","CR61","v835c","na - alcohol consumption at last sex with 3rd to most recent partner"
"DHS2011","CR61","v836","na - total lifetime number of sex partners"
"DHS2011","CR61","v837","na - heard of drugs to help hiv infected people live longer"
"DHS2011","CR61","v838a","na - during antenatal visit talked about: hiv transmitted mother to child"
"DHS2011","CR61","v838b","na - during antenatal visit talked about: things to do to prevent getting hiv"
"DHS2011","CR61","v838c","na - during antenatal visit talked about: getting tested for hiv"
"DHS2011","CR61","v839","na - offered hiv test as part of antenatal visit"
"DHS2011","CR61","v839a","na - offered hiv test between the time went for delivery and before baby was bor"
"DHS2011","CR61","v840","na - tested for hiv as part of antenatal visit"
"DHS2011","CR61","v840a","na - tested for hiv between the time went for delivery and before baby was born"
"DHS2011","CR61","v841","na - got results of hiv test as part of antenatal visit"
"DHS2011","CR61","v841a","na - got results of hiv test when tested before baby was born"
"DHS2011","CR61","v842","na - place were hiv test was taken as part of antenatal visit"
"DHS2011","CR61","v843","na - tested for hiv since antenatal visit test"
"DHS2011","CR61","v844","na - knows someone denied health services for having, or suspected of having, hi"
"DHS2011","CR61","v845","na - knows someone denied social events for having, or suspected of having, hiv;"
"DHS2011","CR61","v846","na - knows someone verbally abused for having, or suspected of having, hiv; in l"
"DHS2011","CR61","v847","na - people with hiv should be ashamed of themselves"
"DHS2011","CR61","v848","na - people with hiv should be blamed for bringing disease to community"
"DHS2011","CR61","v849","na - children 12-14 should be taught to wait for sex until marriage"
"DHS2011","CR61","v850a","na - respondent can refuse sex"
"DHS2011","CR61","v850b","na - respondent can ask partner to use a condom"
"DHS2011","CR61","v851a","na - young men should wait for sex until marriage"
"DHS2011","CR61","v851b","na - most young men wait for sex until marriage"
"DHS2011","CR61","v851c","na - unmarried sexually active men should only having sex with one partner"
"DHS2011","CR61","v851d","na - most unmarried sexually active men have only one partner"
"DHS2011","CR61","v851e","na - married men should only have sex with their wives"
"DHS2011","CR61","v851f","na - most married men only have sex with their wives"
"DHS2011","CR61","v851g","na - young women should wait for sex until marriage"
"DHS2011","CR61","v851h","na - most young women wait for sex until marriage"
"DHS2011","CR61","v851i","na - unmarried sexually active women should have only one partner"
"DHS2011","CR61","v851j","na - most unmarried sexually active women have only one partner"
"DHS2011","CR61","v851k","na - married women should only have sex with their husbands"
"DHS2011","CR61","v851l","na - most married women only have sex with their husbands"
"DHS2011","CR61","v852a","na - how long ago first had sex with most recent partner"
"DHS2011","CR61","v852b","na - how long ago first had sex with 2nd most recent partner"
"DHS2011","CR61","v852c","na - how long ago first had sex with 3rd most recent partner"
"DHS2011","CR61","v853a","na - times in last 12 months had sex with most recent partner"
"DHS2011","CR61","v853b","na - times in last 12 months had sex with 2nd most recent partner"
"DHS2011","CR61","v853c","na - times in last 12 months had sex with 3rd most recent partner"
"DHS2011","CR61","v854a","na - point concurrent sexual partners"
"DHS2011","CR61","v854b","na - cumulative concurrent sexual partners"
"DHS2011","CR61","v855","na - received counseling after tested for aids during antenatal care"
"DHS2011","CR61","mv820","na - condom used at first sex"
"DHS2011","CR61","mv822","na - wife justified asking husband to use condom if he has sti"
"DHS2011","CR61","mv823","can get hiv by witchcraft or supernatural means"
"DHS2011","CR61","mv824","na - drugs to avoid hiv transmission to baby during pregnancy"
"DHS2011","CR61","mv825","na - would buy vegetables from vendor with hiv"
"DHS2011","CR61","mv826","na - last time tested for hiv"
"DHS2011","CR61","mv826a","na - months ago most recent hiv test"
"DHS2011","CR61","mv827","na - last hiv test: on your own, offered or required"
"DHS2011","CR61","mv828","na - received result from last hiv test"
"DHS2011","CR61","mv829","na - place where last hiv test was taken"
"DHS2011","CR61","mv832b","na - time since last sex with 2nd to most recent partner"
"DHS2011","CR61","mv832c","na - time since last sex with 3rd to most recent partner"
"DHS2011","CR61","mv833a","na - used condom every time had sex with most recent partner in last 12 months"
"DHS2011","CR61","mv833b","na - used condom every time had sex with 2nd to most recent partner in last 12 m"
"DHS2011","CR61","mv833c","na - used condom every time had sex with 3rd to most recent partner in last 12 m"
"DHS2011","CR61","mv834a","na - age of most recent partner"
"DHS2011","CR61","mv834b","na - age of 2nd to most recent partner"
"DHS2011","CR61","mv834c","na - age of 3rd to most recent partner"
"DHS2011","CR61","mv835a","na - alcohol consumption at last sex with most recent partner"
"DHS2011","CR61","mv835b","na - alcohol consumption at last sex with 2nd to most recent partner"
"DHS2011","CR61","mv835c","na - alcohol consumption at last sex with 3rd to most recent partner"
"DHS2011","CR61","mv836","na - total lifetime number of sex partners"
"DHS2011","CR61","mv837","na - heard of drugs to help hiv infected people live longer"
"DHS2011","CR61","mv844","na - knows someone denied health services for having, or suspected of having, hi"
"DHS2011","CR61","mv845","na - knows someone denied social event for having, or suspected of having, hiv; "
"DHS2011","CR61","mv846","na - knows someone verbally abused for having, or suspected of having, hiv; in l"
"DHS2011","CR61","mv847","na - people with hiv should be ashamed of themselves"
"DHS2011","CR61","mv848","na - people with hiv should be blamed for bringing disease to community"
"DHS2011","CR61","mv849","na - children 12-14 should be taught to wait for sex until marriage"
"DHS2011","CR61","mv851a","na - young men should wait for sex until marriage"
"DHS2011","CR61","mv851b","na - most young men wait for sex until marriage"
"DHS2011","CR61","mv851c","na - unmarried sexually active men should have only one partner"
"DHS2011","CR61","mv851d","na - most unmarried sexually active men have only one partner"
"DHS2011","CR61","mv851e","na - married men should only have sex with their wives"
"DHS2011","CR61","mv851f","na - most married men only have sex with their wives"
"DHS2011","CR61","mv851g","na - young women should wait for sex until marriage"
"DHS2011","CR61","mv851h","na - most young women wait for sex until marriage"
"DHS2011","CR61","mv851i","na - unmarried sexually active women should have only one partner"
"DHS2011","CR61","mv851j","na - most unmarried sexually active women have only one partner"
"DHS2011","CR61","mv851k","na - married women should only have sex with their husbands"
"DHS2011","CR61","mv851l","na - most married women only have sex with their husbands"
"DHS2011","CR61","mv852a","na - how long ago first had sex with most recent partner"
"DHS2011","CR61","mv852b","na - how long ago first had sex with 2nd most recent partner"
"DHS2011","CR61","mv852c","na - how long ago first had sex with 3rd most recent partner"
"DHS2011","CR61","mv853a","na - times in last 12 months had sex with most recent partner"
"DHS2011","CR61","mv853b","na - times in last 12 months had sex with 2nd most recent partner"
"DHS2011","CR61","mv853c","na - times in last 12 months had sex with 3rd most recent partner"
"DHS2011","CR61","mv854a","na - concurrent sexual partners"
"DHS2011","CR61","mv854b","na - cumulative concurrent sexual partners"
"DHS2011","CR61","v801","time interview started (hhmm - 24 hour clock)"
"DHS2011","CR61","v802","time interview ended (hhmm - 24 hour clock)"
"DHS2011","CR61","v803","length of interview in minutes"
"DHS2011","CR61","v804","number of visits"
"DHS2011","CR61","v805","interviewer identification"
"DHS2011","CR61","v806","keyer identification"
"DHS2011","CR61","v811","presence of children < 10 for 'wife beating justified' questions"
"DHS2011","CR61","v812","presence of husband for 'wife beating justified' questions"
"DHS2011","CR61","v813","presence of other males for 'wife beating justified' questions"
"DHS2011","CR61","v814","presence of other females for 'wife beating justified' questions"
"DHS2011","CR61","v815a","na - presence of children < 10 during sexual activity section"
"DHS2011","CR61","v815b","na - presence of male adults during sexual activity section"
"DHS2011","CR61","v815c","na - presence of female adults during sexual activity section"
"DHS2011","CR61","s28days","number of child deaths (0-28 days)"
"DHS2011","CR61","s5years","number of child deaths (less than 5 years)"
"DHS2011","CR61","s103a","currently in union"
"DHS2011","CR61","s104a","type of school last attended"
"DHS2011","CR61","s112a","has mobile phone"
"DHS2011","CR61","s112b","has access to mobile phone"
"DHS2011","CR61","s114a","belong to grameen bank"
"DHS2011","CR61","s114b","belong to brac"
"DHS2011","CR61","s114c","belong to brdb"
"DHS2011","CR61","s114d","belong to asha"
"DHS2011","CR61","s114e","belong to proshika"
"DHS2011","CR61","s114f","belong to mother's club"
"DHS2011","CR61","s114g","others micro credit"
"DHS2011","CR61","s114gx","others"
"DHS2011","CR61","s223a","number of child deaths since 2006"
"DHS2011","CR61","s223b","consent to return for verbal autopsy"
"DHS2011","CR61","s229a","ever heard of menstrual regulation (mr)"
"DHS2011","CR61","s229b","ever used mr"
"DHS2011","CR61","s229c","used mr in the past 3 years"
"DHS2011","CR61","s229d","service provider for mr"
"DHS2011","CR61","s306a","who obtained the condoms / pills"
"DHS2011","CR61","s325j","source of family planning for non-users: other public sector"
"DHS2011","CR61","s325m","source of family planning for non-users: ngo depot holder"
"DHS2011","CR61","s325n","source of family planning for non-users: ngo field worker"
"DHS2011","CR61","s325o","source of family planning for non-users: other ngo"
"DHS2011","CR61","s325a","clinic set up for a day in village during the past 3 months"
"DHS2011","CR61","s325b","visit temporary health clinic in the past 3 months"
"DHS2011","CR61","s325ca","service from temporary health clinic: family planning methods"
"DHS2011","CR61","s325cb","service from temporary health clinic: immunizations"
"DHS2011","CR61","s325cc","service from temporary health clinic: child growth monitoring"
"DHS2011","CR61","s325cd","service from temporary health clinic: tetanus injection"
"DHS2011","CR61","s325ce","service from temporary health clinic: antenatal care"
"DHS2011","CR61","s325cf","service from temporary health clinic: vitamin a for children"
"DHS2011","CR61","s325cg","service from temporary health clinic: deworming medicine"
"DHS2011","CR61","s325ch","service from temporary health clinic: medicine for general health for children"
"DHS2011","CR61","s325cx","service from temporary health clinic: others"
"DHS2011","CR61","s325cz","service from temporary health clinic: don't know"
"DHS2011","CR61","s325d","aware of community clinic"
"DHS2011","CR61","s325e","visited community clinic in the past 3 months"
"DHS2011","CR61","s325fa","service from community clinic: family planning method"
"DHS2011","CR61","s325fb","service from community clinic: immunizations"
"DHS2011","CR61","s325fc","service from community clinic: child growth monitoring"
"DHS2011","CR61","s325fd","service from community clinic: tetanus injection"
"DHS2011","CR61","s325fe","service from community clinic: antenatal care"
"DHS2011","CR61","s325ff","service from community clinic: vitamin a for children"
"DHS2011","CR61","s325fh","service from community clinic: medicine for general health for children"
"DHS2011","CR61","s325fx","service from community clinic: others"
"DHS2011","CR61","s325fz","service from community clinic: don't know"
"DHS2011","CR61","s326","visited by fp worker in past 6 months"
"DHS2011","CR61","s326aa","source of information about family planning: government fp worker"
"DHS2011","CR61","s326ab","source of information about family planning: government health worker"
"DHS2011","CR61","s326ac","source of information about family planning: ngo worker"
"DHS2011","CR61","s326ax","source of information about family planning: other"
"DHS2011","CR61","s326b","total visits on family planning during the past 6 months"
"DHS2011","CR61","s326c","time since visited by field worker in months"
"DHS2011","CR61","s506a","na - date of birth of child"
"DHS2011","CR61","s604a","husband came home in past 12 months"
"DHS2011","CR61","s616","number of sexual intercourse in the last month"
"DHS2011","CR61","s714aa","heard of family planning method from community health worker"
"DHS2011","CR61","s714ba","source of information: government"
"DHS2011","CR61","s714bb","source of information: non-government"
"DHS2011","CR61","s714bc","source of information: don't know"
"DHS2011","CR61","s714d","heard fp in a poster/billboard last month"
"DHS2011","CR61","s714e","heard fp in a community event last month"
"DHS2011","CR61","s803a","partner's type of schooling last attended"
"DHS2011","CR61","s823","final say on: child health care"
"DHS2011","CR61","s823a","go to health center alone or with younger children"
"DHS2011","CR61","s823b","able to go to health center alone or with younger children"
"DHS2011","CR61","s906a","can get aids by using unsterilized needle or syringe"
"DHS2011","CR61","s906b","can get aids through unsafe blood transfusion"
"DHS2011","CR61","s937a","heard about syphilis"
"DHS2011","CR61","s937b","heard about gonorrhea"
"DHS2011","CR61","s945o","sought sti advice/treatment from: other ngo sector"
"DHS2011","CR61","s945a","right to refuse sex: husband has std"
"DHS2011","CR61","s1001","three square meals in the past 12 months"
"DHS2011","CR61","s1002","skip entire meals in the past 12 months"
"DHS2011","CR61","s1003","eat less food in the past 12 months"
"DHS2011","CR61","s1004","eat wheat or rice in the past 12 months"
"DHS2011","CR61","s1005","ask food from relatives or neighbors in the past 12 months"
"DHS2011","CR61","score","nutritional score"
"DHS2011","CR61","awfacte2","all woman factor - educational"
"DHS2011","CR61","awfacte3","all woman factor - educational"
"DHS2011","CR61","mv020","ever-married factor"
"DHS2011","CR61","sm103a","marital status"
"DHS2011","CR61","sm104a","type of school last attended"
"DHS2011","CR61","sm117","number of months worked in the past 12 months"
"DHS2011","CR61","sm118","earning sufficient for basic family needs"
"DHS2011","CR61","sm120","activity in the past 12 months"
"DHS2011","CR61","sm307","has living children"
"DHS2011","CR61","sm310d","heard about family planning: poster, billboard or leaflet"
"DHS2011","CR61","sm310e","heard about family planning: from a community event"
"DHS2011","CR61","sm311","heard about fp from a community health worker"
"DHS2011","CR61","sm312a","source of information on fp: government"
"DHS2011","CR61","sm312b","source of information on fp: non-government"
"DHS2011","CR61","sm312c","source of information on fp: don't know"
"DHS2011","CR61","sm502","women need to have medical checkup during pregnancy"
"DHS2011","CR61","sm503","month of pregnancy women need to have first check up"
"DHS2011","CR61","sm504","during pregnancy women need to eat"
"DHS2011","CR61","sm510","medical person visited wife during last pregnancy"
"DHS2011","CR61","sm512","medical persons talked to husband about the last pregnancy"
"DHS2011","CR61","sm513","husband talked to wife about medical personnel"
"DHS2011","CR61","sm514","place of birth for last child"
"DHS2011","CR61","sm515","husband present at birth of last child"
"DHS2011","CR61","sm516","wife visited health facility"
"DHS2011","CR61","sm517","medical persons visited wife/last birth"
"DHS2011","CR61","sm518","husband present during visit of medical person"
"DHS2011","CR61","sm519","last child received vaccination"
"DHS2011","CR61","sm520","husband took last child to be vaccinated"
"DHS2011","CR61","sm606b","can get aids virus by using unsterilized needle or syringe"
"DHS2011","CR61","sm606c","can get aids virus through unsafe blood transfusions"
"DHS2011","CR61","sm613aa","heard about syphilis"
"DHS2011","CR61","sm613ab","heard about gonorrhea"
"DHS2011","CR61","sm618a","had pain or burning sensation during urination"
"DHS2011","CR61","sm621o","place where sought advice or treatment for std: other ngo sector"
"DHS2011","CR61","amfactt","all man factor - total"
"DHS2011","CR61","amfactu","all man factor - urban/rural"
"DHS2011","CR61","amfactr","all man factor - regional"
"DHS2011","CR61","amfacte","all man factor - educational"
"DHS2011","CR61","amfactw","all man factor - wealth index"
"DHS2011","CR61","amfacte2","all man  factor educational"
"DHS2011","CR61","amfacte3","all man factor educational"
"DHS2011","HR61","hhid","case identification"
"DHS2011","HR61","hv000","country code and phase"
"DHS2011","HR61","hv001","cluster number"
"DHS2011","HR61","hv002","household number"
"DHS2011","HR61","hv003","respondent's line number (answering household questionnaire)"
"DHS2011","HR61","hv004","ultimate area unit"
"DHS2011","HR61","hv005","household sample weight (6 decimals)"
"DHS2011","HR61","hv006","month of interview"
"DHS2011","HR61","hv007","year of interview"
"DHS2011","HR61","hv008","date of interview (cmc)"
"DHS2011","HR61","hv009","number of household members"
"DHS2011","HR61","hv010","number of eligible women in household"
"DHS2011","HR61","hv011","number of eligible men in household"
"DHS2011","HR61","hv012","number of de jure members"
"DHS2011","HR61","hv013","number of de facto members"
"DHS2011","HR61","hv014","number of children 5 and under (de jure)"
"DHS2011","HR61","hv015","result of household interview"
"DHS2011","HR61","hv016","day of interview"
"DHS2011","HR61","hv017","number of visits"
"DHS2011","HR61","hv018","interviewer identification"
"DHS2011","HR61","hv019","keyer identification"
"DHS2011","HR61","hv020","ever-married sample"
"DHS2011","HR61","hv021","primary sampling unit"
"DHS2011","HR61","hv022","sample strata for sampling errors"
"DHS2011","HR61","hv023","stratification used in sample design"
"DHS2011","HR61","hv024","region"
"DHS2011","HR61","hv025","type of place of residence"
"DHS2011","HR61","hv026","place of residence"
"DHS2011","HR61","hv027","household selected for male interview"
"DHS2011","HR61","hv028","household weight for male subsample (6 decimals)"
"DHS2011","HR61","hv030","field supervisor"
"DHS2011","HR61","hv031","field editor"
"DHS2011","HR61","hv032","office editor"
"DHS2011","HR61","hv035","number of eligible children for height and weight"
"DHS2011","HR61","hv040","cluster altitude in meters"
"DHS2011","HR61","hv041","total adults measured"
"DHS2011","HR61","hv042","household selected for hemoglobin"
"DHS2011","HR61","hv044","na - household selected for domestic violence module"
"DHS2011","HR61","hv201","source of drinking water"
"DHS2011","HR61","hv202","na - source of non-drinking water"
"DHS2011","HR61","hv204","time to get to water source (minutes)"
"DHS2011","HR61","hv205","type of toilet facility"
"DHS2011","HR61","hv206","has electricity"
"DHS2011","HR61","hv207","has radio"
"DHS2011","HR61","hv208","has television"
"DHS2011","HR61","hv209","has refrigerator"
"DHS2011","HR61","hv210","has bicycle"
"DHS2011","HR61","hv211","has motorcycle/scooter"
"DHS2011","HR61","hv212","na - has car/truck"
