dir,Names,Metadata,Report
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,inj_mgs4,Distribution_Injection MgS04,District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,mnp_saset,Distribution_MNP (Saset),District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,ifa_number,Distribution_IFO (Number),District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,sanitary_pad,Distribution_Sanitary Pad (Number),District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,per_male,Performed_Permanant Method_Male (Number),District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,femalenormal,Performed_Permanant Method_Female (Number)_Normal,District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,femalepn,Performed_Permanant Method_Female (Number)_Postpartum,District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,female_total,Performed_Permanant Method_Female (Number)_Total,District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,Permanent_method,Performed_Permanant Method_Total,District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,Year,Year,District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,Month,Month,District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,District,District,District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,Division,Division,District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/distributionGO_distmonthProcess,program,Program,District wise Contraceptive Distribution and Performed by month
../../data/dgfp/data/importance12_districts/district_monthprocess,Dist_Name,District,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,MonthYear,Month & Year,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,EC,Eligible Couple_Eligible Couple,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,Pill,Oral Pill_Oral Pill,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,Con,Condom_Condom,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,Inj,Injectable_Injectable,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,IUD,I U D_I U D,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,Imp,Implant_Implant,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,PerM,Permanent Method_Male,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,PerF,Permanent Method_Female,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,TPer,Permanent Method_Total,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,TUser,Total Acceptors_Total Acceptors,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,CAR,CAR(%)_CAR(%),District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,Unnamed: 13,Unnamed,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,Year,Year,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,Month,Month,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,District,District,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,Division,Division,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance12_districts/district_monthprocess,program,Program,District Monthwise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,thana,Upazila/Thana,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,ECouple,Eligible Couple_Eligible Couple,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,Pill,Oral Pill_Oral Pill,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,Condom,Condom_Condom,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,Injectable,Injectable_Injectable,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,IUD,I U D_I U D,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,Implant,Implant_Implant,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,PerMale,Permanent Method_Male,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,PerFemale,Permanent Method_Female,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,Tpermanent,Permanent Method_Total,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,GrandTotal,Total Acceptors_Total Acceptors,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,CAR,CAR(%)_CAR(%),Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,Unnamed: 12,Unnamed,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,Year,Year,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,Month,Month,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,District,District,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,Division,Division,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/ngothana_process,program,Program,Upazila/Thana wise (NGO) - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,thana_Name,Upazila/Thana,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH37,Reproductive Health Service_Pregnant Mother (current month)_New,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH38,Reproductive Health Service_Pregnant Mother (current month)_Old,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH39,Reproductive Health Service_Pregnant Mother (current month)_Total,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH40,Reproductive Health Service_Pregnant Mother (previous month)_Pregnant Mother (previous month),Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH41,Reproductive Health Service_Total Pregnant Mother_Total Pregnant Mother,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH42,Reproductive Health Service_Antenatal Sevices_ANC-1,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH43,Reproductive Health Service_Antenatal Sevices_ANC-2,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH44,Reproductive Health Service_Antenatal Sevices_ANC-3,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH45,Reproductive Health Service_Antenatal Sevices_ANC-4,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH46,Reproductive Health Service_Delivery Services_Trained Person,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH47,Reproductive Health Service_Delivery Services_Non-Trained Person,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH48,Reproductive Health Service_Delivery Services_Normal,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH49,Reproductive Health Service_Delivery Services_C-Section,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH50,Reproductive Health Service_Delivery Services_No. of delivery follow (AMTSL),Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH51,Reproductive Health Service_Postnatal Services_PNC-1,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH52,Reproductive Health Service_Postnatal Services_PNC-2,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH53,Reproductive Health Service_Postnatal Services_PNC-3,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH54,Reproductive Health Service_Postnatal Services_PNC-4,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH55,Reproductive Health Service_Postnatal Services_Visit-1,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH56,Reproductive Health Service_Postnatal Services_Visit-2,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH57,Reproductive Health Service_Postnatal Services_Visit-3,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH58,Reproductive Health Service_Postnatal Services_Visit-4,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH59,Reproductive Health Service_Reproductive Health Service_No. of services after abortion,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH60,Reproductive Health Service_Reproductive Health Service_Postpartum FP method Acceptors,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH61,Reproductive Health Service_Reffer_No. of Risk/Complicated Pregnant Mother,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH62,"Reproductive Health Service_Reffer_No. of Complicated Pregnant Mother in (Antenatal,Postnatal & Delivery period)",Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH63,Reproductive Health Service_Reffer_No. of eclampsia patient in taken Inj MgS04,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH64,Reproductive Health Service_Reffer_No. of reffered neonatal due to complication,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH65,Reproductive Health Service_Infertile Couple_Adviced,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH66,Reproductive Health Service_Infertile Couple_Reffered,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH67,Reproductive Health Service_Woman Received TT_1st,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH68,Reproductive Health Service_Woman Received TT_2nd,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH69,Reproductive Health Service_Woman Received TT_3rd,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH70,Reproductive Health Service_Woman Received TT_4th,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH71,Reproductive Health Service_Woman Received TT_5th,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH72,Reproductive Health Service_No. of ECP Acceptor_No. of ECP Acceptor,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH73,Reproductive Health Service_No. of Misoprostol Acceptor_No. of Misoprostol Acceptor,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH74,Reproductive Health Service_No. of MR Service Acceptors (M V A)_No. of MR Service Acceptors (M V A),Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH75,Reproductive Health Service_No. of MR Service By Medicine)_No. of MR Service By Medicine),Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH76,Reproductive Health Service_No. of adolescent about RTI/STI_No. of adolescent about RTI/STI,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH77,Reproductive Health Service_No. of adolescent IFA Acceptor_No. of adolescent IFA Acceptor,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH78,Reproductive Health Service_No. of Sanitary Pad Acceptor_No. of Sanitary Pad Acceptor,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH79,Reproductive Health Service_RTI/STI_RTI/STI,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH80,Child Service (0-59 months)_7.1% chlorhexidine digluconate for umbilical cord care_7.1% chlorhexidine digluconate for umbilical cord care,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH81,Child Service (0-59 months)_No. of newborn Breastfeeding (First 24 hours)_No. of newborn Breastfeeding (First 24 hours),Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH82,Child Service (0-59 months)_No. of Immunized Child_BCG,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH83,Child Service (0-59 months)_No. of Immunized Child_PCV 1,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH84,Child Service (0-59 months)_No. of Immunized Child_PCV 2,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH85,Child Service (0-59 months)_No. of Immunized Child_3,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH86,Child Service (0-59 months)_No. of Immunized Child_PCV-3,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH87,Child Service (0-59 months)_No. of Immunized Child_MR & OPV-4,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH88,Child Service (0-59 months)_No. of Immunized Child_Measles vaccine,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH89,Birth-Death_Total live birth_Total live birth,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH90,Birth-Death_Low birth weight Newborn (weight <2.5KG)_Low birth weight Newborn (weight <2.5KG),Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH91,Birth-Death_Immature Newborn (Before 37 weeks)_Immature Newborn (Before 37 weeks),Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH92,Birth-Death_Still birth_Still birth,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH93,Birth-Death_Total Death_0-28 days,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH94,Birth-Death_Total Death_29days to below 1year,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH95,Birth-Death_Total Death_Total,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH96,Birth-Death_Total Death_No. of death Childbirth (1-5year),Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH97,Birth-Death_Total Death_Maternal Death,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH98,Birth-Death_Total Death_No. of Others Death,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH99,Birth-Death_Total Death_Total Death,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH100,Newly married couple in current month_Newly married couple in current month_Newly married couple in current month,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH101,General Patient_General Patient_Male,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH102,General Patient_General Patient_Female,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH103,Performed by FPI_No. of motivated male For NSV_No. of motivated male For NSV,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH104,Performed by FPI_AV van_AV van,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH105,Performed by FPI_Cluster meeting_Cluster meeting,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH106,Performed by FPI_No. of committee for Union FP_No. of committee for Union FP,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,MCH107,Performed by FPI_Presents in Satellite clinic_Presents in Satellite clinic,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,Year,Year,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,Month,Month,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,District,District,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,Division,Division,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/mchgo_thanaprocess,program,Program,Upazila Wise MCH Services
../../data/dgfp/data/importance11_subdistricts/thana_process,thana,Upazila/Thana,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,ECouple,Eligible Couple_Eligible Couple,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,Pill,Oral Pill_Oral Pill,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,Condom,Condom_Condom,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,Injectable,Injectable_Injectable,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,IUD,I U D_I U D,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,Implant,Implant_Implant,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,PerMale,Permanent Method_Male,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,PerFemale,Permanent Method_Female,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,Tpermanent,Permanent Method_Total,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,GrandTotal,Total Acceptors_Total Acceptors,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,CAR,CAR(%)_CAR(%),Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,Unnamed: 12,Unnamed,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,Year,Year,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,Month,Month,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,District,District,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,Division,Division,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
../../data/dgfp/data/importance11_subdistricts/thana_process,program,Program,Upazila/Thana wise - Contraceptive Acceptors and Acceptance Rate (CAR%)
