"TotalPages","Data.DataId","Data.Indicator","Data.SurveyId","Data.IsPreferred","Data.Value","Data.SDRID","Data.Precision","Data.RegionId","Data.SurveyYearLabel","Data.SurveyType","Data.SurveyYear","Data.IndicatorOrder","Data.DHS_CountryCode","Data.CILow","Data.CountryName","Data.IndicatorType","Data.CharacteristicId","Data.CharacteristicCategory","Data.IndicatorId","Data.CharacteristicOrder","Data.CharacteristicLabel","Data.ByVariableLabel","Data.DenominatorUnweighted","Data.DenominatorWeighted","Data.CIHigh","Data.IsTotal","Data.ByVariableId","RecordsReturned","Page","RecordCount"
2,254378,"Current users most recent supply or information from an unknown source","BD2011DHS",1,0.1,"FPSRCMWDKM",1,"",2011,"DHS",2011,32733195,"BD","","Bangladesh","S",1000,"Total","FP_SRCM_W_DKM",0,"Total","","8680","8659","",1,0,1000,1,1667
2,254382,"Current users most recent supply or information: Missing","BD2011DHS",1,0.2,"FPSRCMWMIS",1,"",2011,"DHS",2011,32733200,"BD","","Bangladesh","S",1000,"Total","FP_SRCM_W_MIS",0,"Total","","8680","8659","",1,0,1000,1,1667
2,254383,"Current users: Total","BD2011DHS",1,100,"FPSRCMWTOT",1,"",2011,"DHS",2011,32733210,"BD","","Bangladesh","T",1000,"Total","FP_SRCM_W_TOT",0,"Total","","8680","8659","",1,0,1000,1,1667
2,9170,"Current users","BD2011DHS",1,8659,"FPSRCMWNUM",0,"",2011,"DHS",2011,32733220,"BD","","Bangladesh","D",1000,"Total","FP_SRCM_W_NUM",0,"Total","","8680","","",1,0,1000,1,1667
2,254381,"Current users (unweighted)","BD2011DHS",1,8680,"FPSRCMWUNW",0,"",2011,"DHS",2011,32733230,"BD","","Bangladesh","U",1000,"Total","FP_SRCM_W_UNW",0,"Total","","","8659","",1,0,1000,1,1667
2,257640,"First-year contraceptive discontinuation rate due to method failure","BD2011DHS",1,4.1,"FPDISRWPRG",1,"",2011,"DHS",2011,32833010,"BD","","Bangladesh","I",1000,"Total","FP_DISR_W_PRG",0,"Total","","13188","13614","",1,0,1000,1,1667
2,257641,"First-year contraceptive discontinuation rate due to desire to become pregnant","BD2011DHS",1,7,"FPDISRWDES",1,"",2011,"DHS",2011,32833020,"BD","","Bangladesh","I",1000,"Total","FP_DISR_W_DES",0,"Total","","13188","13614","",1,0,1000,1,1667
2,257642,"First-year contraceptive discontinuation rate due to other fertility related reasons","BD2011DHS",1,6.3,"FPDISRWFRT",1,"",2011,"DHS",2011,32833030,"BD","","Bangladesh","I",1000,"Total","FP_DISR_W_FRT",0,"Total","","13188","13614","",1,0,1000,1,1667
2,257643,"First-year contraceptive discontinuation rate due to side effects, health","BD2011DHS",1,11.4,"FPDISRWSID",1,"",2011,"DHS",2011,32833040,"BD","","Bangladesh","I",1000,"Total","FP_DISR_W_SID",0,"Total","","13188","13614","",1,0,1000,1,1667
2,257644,"First-year contraceptive discontinuation rate due to wanting a more effective method","BD2011DHS",1,2.3,"FPDISRWWME",1,"",2011,"DHS",2011,32833050,"BD","","Bangladesh","I",1000,"Total","FP_DISR_W_WME",0,"Total","","13188","13614","",1,0,1000,1,1667
2,257639,"First-year contraceptive discontinuation rate due to other method related reasons","BD2011DHS",1,2.6,"FPDISRWMET",1,"",2011,"DHS",2011,32833060,"BD","","Bangladesh","I",1000,"Total","FP_DISR_W_MET",0,"Total","","13188","13614","",1,0,1000,1,1667
2,257645,"First-year contraceptive discontinuation rate due to other reasons","BD2011DHS",1,2,"FPDISRWOTH",1,"",2011,"DHS",2011,32833070,"BD","","Bangladesh","I",1000,"Total","FP_DISR_W_OTH",0,"Total","","13188","13614","",1,0,1000,1,1667
2,257647,"First-year contraceptive discontinuation rate due to all reasons","BD2011DHS",1,35.7,"FPDISRWANY",1,"",2011,"DHS",2011,32833080,"BD","","Bangladesh","I",1000,"Total","FP_DISR_W_ANY",0,"Total","","13188","13614","",1,0,1000,1,1667
2,257648,"First-year contraceptive discontinuation rate due to switching to another method","BD2011DHS",1,13.8,"FPDISRWSWH",1,"",2011,"DHS",2011,32833090,"BD","","Bangladesh","I",1000,"Total","FP_DISR_W_SWH",0,"Total","","13188","13614","",1,0,1000,1,1667
2,9171,"Number of episodes of use","BD2011DHS",1,13614,"FPDISRWNUM",0,"",2011,"DHS",2011,32833100,"BD","","Bangladesh","D",1000,"Total","FP_DISR_W_NUM",0,"Total","","13188","","",1,0,1000,1,1667
2,257646,"Number of episodes of use (unweighted)","BD2011DHS",1,13188,"FPDISRWUNW",0,"",2011,"DHS",2011,32833110,"BD","","Bangladesh","U",1000,"Total","FP_DISR_W_UNW",0,"Total","","","13614","",1,0,1000,1,1667
2,408572,"Discontinuation due to becoming pregnant","BD2011DHS",1,15,"FPRDISWPRG",1,"",2011,"DHS",2011,32863010,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_PRG",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408573,"Discontinuation to become pregnant","BD2011DHS",1,26.2,"FPRDISWDES",1,"",2011,"DHS",2011,32863020,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_DES",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408565,"Discontinuation due to husband's disapproval","BD2011DHS",1,1.4,"FPRDISWDIS",1,"",2011,"DHS",2011,32863030,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_DIS",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408568,"Discontinuation due to switching to a more effective method","BD2011DHS",1,5.4,"FPRDISWWME",1,"",2011,"DHS",2011,32863040,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_WME",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408566,"Discontinuation due to side effects/health concerns","BD2011DHS",1,29.3,"FPRDISWSID",1,"",2011,"DHS",2011,32863050,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_SID",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408578,"Discontinuation due to access/availability","BD2011DHS",1,1.4,"FPRDISWACC",1,"",2011,"DHS",2011,32863080,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_ACC",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408579,"Discontinuation due to cost","BD2011DHS",1,0.4,"FPRDISWCST",1,"",2011,"DHS",2011,32863090,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_CST",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408580,"Discontinuation due to method being inconvenient to use","BD2011DHS",1,3.5,"FPRDISWINC",1,"",2011,"DHS",2011,32863100,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_INC",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408569,"Discontinuation as woman is fatalistic","BD2011DHS",1,0.1,"FPRDISWFAT",1,"",2011,"DHS",2011,32863110,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_FAT",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408567,"Discontinuation due to menopause","BD2011DHS",1,3,"FPRDISWDIF",1,"",2011,"DHS",2011,32863120,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_DIF",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408570,"Discontinuation due to infrequent sex","BD2011DHS",1,9.6,"FPRDISWINF",1,"",2011,"DHS",2011,32863130,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_INF",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408571,"Discontinuation due to marital dissolution","BD2011DHS",1,1.1,"FPRDISWSEP",1,"",2011,"DHS",2011,32863140,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_SEP",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408574,"Discontinuation due to other reasons","BD2011DHS",1,0.6,"FPRDISWOTH",1,"",2011,"DHS",2011,32863150,"BD","","Bangladesh","I",1000,"Total","FP_RDIS_W_OTH",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408575,"Discontinuation due to unknown reason","BD2011DHS",1,0,"FPRDISWDKN",1,"",2011,"DHS",2011,32863160,"BD","","Bangladesh","S",1000,"Total","FP_RDIS_W_DKN",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408576,"Discontinuation with missing information on reason","BD2011DHS",1,3,"FPRDISWMIS",1,"",2011,"DHS",2011,32863170,"BD","","Bangladesh","S",1000,"Total","FP_RDIS_W_MIS",0,"Total","","11410","11360","",1,0,1000,1,1667
2,408577,"Discontinuation: Total","BD2011DHS",1,100,"FPRDISWTOT",1,"",2011,"DHS",2011,32863180,"BD","","Bangladesh","T",1000,"Total","FP_RDIS_W_TOT",0,"Total","","11410","11360","",1,0,1000,1,1667
2,423641,"Number of discontinuations","BD2011DHS",1,11360,"FPRDISWNUM",0,"",2011,"DHS",2011,32863190,"BD","","Bangladesh","D",1000,"Total","FP_RDIS_W_NUM",0,"Total","","11410","","",1,0,1000,1,1667
2,292842,"Number of discontinuations (unweighted)","BD2011DHS",1,11410,"FPRDISWUNW",0,"",2011,"DHS",2011,32863200,"BD","","Bangladesh","U",1000,"Total","FP_RDIS_W_UNW",0,"Total","","","11360","",1,0,1000,1,1667
2,285446,"Unmet need for family planning for spacing","BD2011DHS",1,5.4,"FPNADMWUNS",1,"",2011,"DHS",2011,32933010,"BD","","Bangladesh","I",1000,"Total","FP_NADM_W_UNS",0,"Total","","16616","16635","",1,0,1000,1,1667
2,285447,"Unmet need for family planning for limiting","BD2011DHS",1,8.1,"FPNADMWUNL",1,"",2011,"DHS",2011,32933020,"BD","","Bangladesh","I",1000,"Total","FP_NADM_W_UNL",0,"Total","","16616","16635","",1,0,1000,1,1667
2,285448,"Unmet need for family planning","BD2011DHS",1,13.5,"FPNADMWUNT",1,"",2011,"DHS",2011,32933030,"BD","","Bangladesh","I",1000,"Total","FP_NADM_W_UNT",0,"Total","","16616","16635","",1,0,1000,1,1667
2,285449,"Met need for family planning (currently using) for spacing","BD2011DHS",1,16.1,"FPNADMWMNS",1,"",2011,"DHS",2011,32933040,"BD","","Bangladesh","I",1000,"Total","FP_NADM_W_MNS",0,"Total","","16616","16635","",1,0,1000,1,1667
2,285450,"Met need for family planning (currently using) for limiting","BD2011DHS",1,45.1,"FPNADMWMNL",1,"",2011,"DHS",2011,32933050,"BD","","Bangladesh","I",1000,"Total","FP_NADM_W_MNL",0,"Total","","16616","16635","",1,0,1000,1,1667
2,285470,"Met need for family planning (currently using), total","BD2011DHS",1,61.2,"FPNADMWMNT",1,"",2011,"DHS",2011,32933060,"BD","","Bangladesh","I",1000,"Total","FP_NADM_W_MNT",0,"Total","","16616","16635","",1,0,1000,1,1667
2,285451,"Total demand for family planning for spacing","BD2011DHS",1,21.5,"FPNADMWTDS",1,"",2011,"DHS",2011,32933070,"BD","","Bangladesh","I",1000,"Total","FP_NADM_W_TDS",0,"Total","","16616","16635","",1,0,1000,1,1667
2,285471,"Total demand for family planning for limiting","BD2011DHS",1,53.2,"FPNADMWTDL",1,"",2011,"DHS",2011,32933080,"BD","","Bangladesh","I",1000,"Total","FP_NADM_W_TDL",0,"Total","","16616","16635","",1,0,1000,1,1667
2,285452,"Total demand for family planning","BD2011DHS",1,74.7,"FPNADMWTDT",1,"",2011,"DHS",2011,32933090,"BD","","Bangladesh","I",1000,"Total","FP_NADM_W_TDT",0,"Total","","16616","16635","",1,0,1000,1,1667
2,285453,"Demand for family planning satisfied","BD2011DHS",1,82,"FPNADMWPDS",1,"",2011,"DHS",2011,32933100,"BD","","Bangladesh","I",1000,"Total","FP_NADM_W_PDS",0,"Total","","16616","16635","",1,0,1000,1,1667
2,285454,"Demand for family planning satisfied by modern methods","BD2011DHS",1,69.7,"FPNADMWPDM",1,"",2011,"DHS",2011,32933110,"BD","","Bangladesh","I",1000,"Total","FP_NADM_W_PDM",0,"Total","","16616","16635","",1,0,1000,1,1667
2,9226,"Number of married women","BD2011DHS",1,16635,"FPNADMWNUM",0,"",2011,"DHS",2011,32933120,"BD","","Bangladesh","D",1000,"Total","FP_NADM_W_NUM",0,"Total","","16616","","",1,0,1000,1,1667
2,285467,"Number of married women (unweighted)","BD2011DHS",1,16616,"FPNADMWUNW",0,"",2011,"DHS",2011,32933130,"BD","","Bangladesh","U",1000,"Total","FP_NADM_W_UNW",0,"Total","","","16635","",1,0,1000,1,1667
2,440586,"Unmet need for family planning for spacing (all women)","BD2011DHS",1,5.1,"FPNADAWUNS",1,"",2011,"DHS",2011,32963010,"BD","","Bangladesh","I",1000,"Total","FP_NADA_W_UNS",0,"Total","","17749","17749","",1,0,1000,1,1667
2,440591,"Unmet need for family planning for limiting (all women)","BD2011DHS",1,7.6,"FPNADAWUNL",1,"",2011,"DHS",2011,32963020,"BD","","Bangladesh","I",1000,"Total","FP_NADA_W_UNL",0,"Total","","17749","17749","",1,0,1000,1,1667
2,440587,"Unmet need for family planning, total (all women)","BD2011DHS",1,12.6,"FPNADAWUNT",1,"",2011,"DHS",2011,32963030,"BD","","Bangladesh","I",1000,"Total","FP_NADA_W_UNT",0,"Total","","17749","17749","",1,0,1000,1,1667
2,440592,"Met need for family planning (currently using) for spacing (all women)","BD2011DHS",1,15.1,"FPNADAWMNS",1,"",2011,"DHS",2011,32963040,"BD","","Bangladesh","I",1000,"Total","FP_NADA_W_MNS",0,"Total","","17749","17749","",1,0,1000,1,1667
2,440588,"Met need for family planning (currently using) for limiting (all women)","BD2011DHS",1,42.3,"FPNADAWMNL",1,"",2011,"DHS",2011,32963050,"BD","","Bangladesh","I",1000,"Total","FP_NADA_W_MNL",0,"Total","","17749","17749","",1,0,1000,1,1667
2,440589,"Met need for family planning (currently using), total (all women)","BD2011DHS",1,57.4,"FPNADAWMNT",1,"",2011,"DHS",2011,32963060,"BD","","Bangladesh","I",1000,"Total","FP_NADA_W_MNT",0,"Total","","17749","17749","",1,0,1000,1,1667
2,440590,"Total demand for family planning for spacing (all women)","BD2011DHS",1,20.2,"FPNADAWTDS",1,"",2011,"DHS",2011,32963070,"BD","","Bangladesh","I",1000,"Total","FP_NADA_W_TDS",0,"Total","","17749","17749","",1,0,1000,1,1667
2,440593,"Total demand for family planning for limiting (all women)","BD2011DHS",1,49.8,"FPNADAWTDL",1,"",2011,"DHS",2011,32963080,"BD","","Bangladesh","I",1000,"Total","FP_NADA_W_TDL",0,"Total","","17749","17749","",1,0,1000,1,1667
2,440594,"Total demand for family planning, total (all women)","BD2011DHS",1,70,"FPNADAWTDT",1,"",2011,"DHS",2011,32963090,"BD","","Bangladesh","I",1000,"Total","FP_NADA_W_TDT",0,"Total","","17749","17749","",1,0,1000,1,1667
2,440595,"Demand for family planning satisfied (all women)","BD2011DHS",1,82,"FPNADAWPDS",1,"",2011,"DHS",2011,32963100,"BD","","Bangladesh","I",1000,"Total","FP_NADA_W_PDS",0,"Total","","17749","17749","",1,0,1000,1,1667
2,440596,"Demand for family planning satisfied by modern methods (all women)","BD2011DHS",1,69.7,"FPNADAWPDM",1,"",2011,"DHS",2011,32963110,"BD","","Bangladesh","I",1000,"Total","FP_NADA_W_PDM",0,"Total","","17749","17749","",1,0,1000,1,1667
2,452952,"Number of women","BD2011DHS",1,17749,"FPNADAWNUM",0,"",2011,"DHS",2011,32963120,"BD","","Bangladesh","D",1000,"Total","FP_NADA_W_NUM",0,"Total","","17749","","",1,0,1000,1,1667
2,218637,"Number of women (unweighted)","BD2011DHS",1,17749,"FPNADAWUNW",0,"",2011,"DHS",2011,32963130,"BD","","Bangladesh","U",1000,"Total","FP_NADA_W_UNW",0,"Total","","","17749","",1,0,1000,1,1667
2,112901,"Number of sexually active unmarried women (unweighted)","BD2011DHS",1,5,"FPNADUWUNW",0,"",2011,"DHS",2011,33003130,"BD","","Bangladesh","U",1000,"Total","FP_NADU_W_UNW",0,"Total","","","3","",1,0,1000,1,1667
2,285472,"Future use of contraception: Use later","BD2011DHS",1,65.4,"FPFUTUWILT",1,"",2011,"DHS",2011,33033030,"BD","","Bangladesh","I",1000,"Total","FP_FUTU_W_ILT",0,"Total","","6377","6452","",1,0,1000,1,1667
2,285455,"Future use of contraception: Unsure about use","BD2011DHS",1,1.6,"FPFUTUWUNS",1,"",2011,"DHS",2011,33033050,"BD","","Bangladesh","I",1000,"Total","FP_FUTU_W_UNS",0,"Total","","6377","6452","",1,0,1000,1,1667
2,285456,"Future use of contraception: Does not intend","BD2011DHS",1,32.5,"FPFUTUWDNI",1,"",2011,"DHS",2011,33033060,"BD","","Bangladesh","I",1000,"Total","FP_FUTU_W_DNI",0,"Total","","6377","6452","",1,0,1000,1,1667
2,285469,"Future use of contraception: don't know or missing information on future intentions","BD2011DHS",1,0.5,"FPFUTUWDKM",1,"",2011,"DHS",2011,33033070,"BD","","Bangladesh","S",1000,"Total","FP_FUTU_W_DKM",0,"Total","","6377","6452","",1,0,1000,1,1667
2,285473,"Future use of contraception: Total","BD2011DHS",1,100,"FPFUTUWTOT",1,"",2011,"DHS",2011,33033080,"BD","","Bangladesh","T",1000,"Total","FP_FUTU_W_TOT",0,"Total","","6377","6452","",1,0,1000,1,1667
2,9202,"Married women not currently using a contraceptive method","BD2011DHS",1,6452,"FPFUTUWNUM",0,"",2011,"DHS",2011,33033090,"BD","","Bangladesh","D",1000,"Total","FP_FUTU_W_NUM",0,"Total","","6377","","",1,0,1000,1,1667
2,285468,"Married women not currently using a contraceptive method (unweighted)","BD2011DHS",1,6377,"FPFUTUWUNW",0,"",2011,"DHS",2011,33033100,"BD","","Bangladesh","U",1000,"Total","FP_FUTU_W_UNW",0,"Total","","","6452","",1,0,1000,1,1667
2,9192,"Reason for not intending to use contraception: Infrequent sex","BD2011DHS",1,16.1,"FPRNIUWINS",1,"",2011,"DHS",2011,33063020,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_INS",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9193,"Reason for not intending to use contraception: Menopausal, hysterectomized","BD2011DHS",1,34.6,"FPRNIUWMEN",1,"",2011,"DHS",2011,33063030,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_MEN",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9194,"Reason for not intending to use contraception: Subfecund, infecund","BD2011DHS",1,23.5,"FPRNIUWSBF",1,"",2011,"DHS",2011,33063040,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_SBF",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9195,"Reason for not intending to use contraception: Wants more children","BD2011DHS",1,1.9,"FPRNIUWWMC",1,"",2011,"DHS",2011,33063060,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_WMC",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9214,"Reason for not intending to use contraception: Other fertility related reasons","BD2011DHS",1,1,"FPRNIUWOFT",1,"",2011,"DHS",2011,33063070,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_OFT",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9196,"Reason for not intending to use contraception: Respondent opposed","BD2011DHS",1,2.6,"FPRNIUWROP",1,"",2011,"DHS",2011,33063080,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_ROP",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9215,"Reason for not intending to use contraception: Spouse opposed","BD2011DHS",1,2.2,"FPRNIUWSOP",1,"",2011,"DHS",2011,33063090,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_SOP",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9210,"Reason for not intending to use contraception: Religious prohibition","BD2011DHS",1,1.4,"FPRNIUWREL",1,"",2011,"DHS",2011,33063110,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_REL",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9211,"Reason for not intending to use contraception: Knows no method","BD2011DHS",1,0.1,"FPRNIUWKNM",1,"",2011,"DHS",2011,33063140,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_KNM",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9197,"Reason for not intending to use contraception: Knows no source","BD2011DHS",1,0.1,"FPRNIUWKNS",1,"",2011,"DHS",2011,33063150,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_KNS",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9198,"Reason for not intending to use contraception: Health concerns","BD2011DHS",1,5.7,"FPRNIUWHCN",1,"",2011,"DHS",2011,33063170,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_HCN",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9216,"Reason for not intending to use contraception: Fear of side effects","BD2011DHS",1,2.9,"FPRNIUWSID",1,"",2011,"DHS",2011,33063180,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_SID",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9200,"Reason for not intending to use contraception: Inconvenient to use","BD2011DHS",1,0.2,"FPRNIUWINC",1,"",2011,"DHS",2011,33063210,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_INC",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9201,"Reason for not intending to use contraception: Interfere with body","BD2011DHS",1,4.9,"FPRNIUWBOD",1,"",2011,"DHS",2011,33063220,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_BOD",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9199,"Reason for not intending to use contraception: Other","BD2011DHS",1,1.5,"FPRNIUWOTH",1,"",2011,"DHS",2011,33063240,"BD","","Bangladesh","I",1000,"Total","FP_RNIU_W_OTH",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9217,"Reason for not intending to use contraception: DK","BD2011DHS",1,0.5,"FPRNIUWUNK",1,"",2011,"DHS",2011,33063250,"BD","","Bangladesh","S",1000,"Total","FP_RNIU_W_UNK",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9209,"Reason for not intending to use contraception: Missing","BD2011DHS",1,0.7,"FPRNIUWMIS",1,"",2011,"DHS",2011,33063260,"BD","","Bangladesh","S",1000,"Total","FP_RNIU_W_MIS",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9212,"Reason for not intending to use contraception: Total","BD2011DHS",1,100,"FPRNIUWTOT",1,"",2011,"DHS",2011,33063270,"BD","","Bangladesh","T",1000,"Total","FP_RNIU_W_TOT",0,"Total","","2149","2097","",1,0,1000,1,1667
2,9240,"Married women who are not using a contraceptive method and who do not intend to use in the future","BD2011DHS",1,2097,"FPRNIUWNUM",0,"",2011,"DHS",2011,33063280,"BD","","Bangladesh","D",1000,"Total","FP_RNIU_W_NUM",0,"Total","","2149","","",1,0,1000,1,1667
2,9213,"Married women who are not using a contraceptive method and who do not intend to use in the future (unweighted)","BD2011DHS",1,2149,"FPRNIUWUNW",0,"",2011,"DHS",2011,33063290,"BD","","Bangladesh","U",1000,"Total","FP_RNIU_W_UNW",0,"Total","","","2097","",1,0,1000,1,1667
2,277492,"Family planning messages on the radio [Women]","BD2011DHS",1,2.9,"FPEFPMWRDO",1,"",2011,"DHS",2011,33103010,"BD","","Bangladesh","I",10000,"Total 15-49","FP_EFPM_W_RDO",10000,"Total 15-49","","17749","17749","",1,0,1000,1,1667
2,277489,"Family planning messages on television [Women]","BD2011DHS",1,24.4,"FPEFPMWTLV",1,"",2011,"DHS",2011,33103020,"BD","","Bangladesh","I",10000,"Total 15-49","FP_EFPM_W_TLV",10000,"Total 15-49","","17749","17749","",1,0,1000,1,1667
2,277491,"Family planning messages in newspapers or magazines [Women]","BD2011DHS",1,3,"FPEFPMWNWS",1,"",2011,"DHS",2011,33103030,"BD","","Bangladesh","I",10000,"Total 15-49","FP_EFPM_W_NWS",10000,"Total 15-49","","17749","17749","",1,0,1000,1,1667
2,277490,"Family planning messages in none of these three media [Women]","BD2011DHS",1,73.5,"FPEFPMWNON",1,"",2011,"DHS",2011,33103040,"BD","","Bangladesh","I",10000,"Total 15-49","FP_EFPM_W_NON",10000,"Total 15-49","","17749","17749","",1,0,1000,1,1667
2,9249,"Number of women","BD2011DHS",1,17749,"FPEFPMWNUM",0,"",2011,"DHS",2011,33103050,"BD","","Bangladesh","D",10000,"Total 15-49","FP_EFPM_W_NUM",10000,"Total 15-49","","17749","","",1,0,1000,1,1667
2,277468,"Number of women (unweighted)","BD2011DHS",1,17749,"FPEFPMWUNW",0,"",2011,"DHS",2011,33103060,"BD","","Bangladesh","U",10000,"Total 15-49","FP_EFPM_W_UNW",10000,"Total 15-49","","","17749","",1,0,1000,1,1667
2,9243,"Family planning messages on the radio [Men]","BD2011DHS",1,5.7,"FPEFPMMRDO",1,"",2011,"DHS",2011,33104070,"BD","","Bangladesh","I",10000,"Total 15-49","FP_EFPM_M_RDO",10000,"Total 15-49","","3382","3392","",1,0,1000,1,1667
2,9244,"Family planning messages on television [Men]","BD2011DHS",1,37.4,"FPEFPMMTLV",1,"",2011,"DHS",2011,33104080,"BD","","Bangladesh","I",10000,"Total 15-49","FP_EFPM_M_TLV",10000,"Total 15-49","","3382","3392","",1,0,1000,1,1667
2,9245,"Family planning messages in newspapers or magazines [Men]","BD2011DHS",1,15.6,"FPEFPMMNWS",1,"",2011,"DHS",2011,33104090,"BD","","Bangladesh","I",10000,"Total 15-49","FP_EFPM_M_NWS",10000,"Total 15-49","","3382","3392","",1,0,1000,1,1667
2,9246,"Family planning messages in none of these three media [Men]","BD2011DHS",1,58.5,"FPEFPMMNON",1,"",2011,"DHS",2011,33104100,"BD","","Bangladesh","I",10000,"Total 15-49","FP_EFPM_M_NON",10000,"Total 15-49","","3382","3392","",1,0,1000,1,1667
2,9247,"Number of men","BD2011DHS",1,3392,"FPEFPMMNUM",0,"",2011,"DHS",2011,33104110,"BD","","Bangladesh","D",10000,"Total 15-49","FP_EFPM_M_NUM",10000,"Total 15-49","","3382","","",1,0,1000,1,1667
2,10800,"Number of men (unweighted)","BD2011DHS",1,3382,"FPEFPMMUNW",0,"",2011,"DHS",2011,33104120,"BD","","Bangladesh","U",10000,"Total 15-49","FP_EFPM_M_UNW",10000,"Total 15-49","","","3392","",1,0,1000,1,1667
2,444092,"Nonusers who did not discuss FP with a fieldworker or at a health facility","BD2011DHS",1,100,"FPNFPPWNFP",1,"",2011,"DHS",2011,33133040,"BD","","Bangladesh","I",1000,"Total","FP_NFPP_W_NFP",0,"Total","","7510","7566","",1,0,1000,1,1667
2,457410,"Number of nonusers of FP","BD2011DHS",1,7566,"FPNFPPWNUM",0,"",2011,"DHS",2011,33133050,"BD","","Bangladesh","D",1000,"Total","FP_NFPP_W_NUM",0,"Total","","7510","","",1,0,1000,1,1667
2,218726,"Number of nonusers of FP (unweighted)","BD2011DHS",1,7510,"FPNFPPWUNW",0,"",2011,"DHS",2011,33133060,"BD","","Bangladesh","U",1000,"Total","FP_NFPP_W_UNW",0,"Total","","","7566","",1,0,1000,1,1667
2,493778,"Current marital status [Women]: Never married","BD2011DHS",1,14.7,"MAMSTAWNMA",1,"",2011,"DHS",2011,41503010,"BD","","Bangladesh","I",10000,"Total 15-49","MA_MSTA_W_NMA",10000,"Total 15-49","","20676","20797","",1,0,1000,1,1667
2,493775,"Current marital status [Women]: Married","BD2011DHS",1,80,"MAMSTAWMAR",1,"",2011,"DHS",2011,41503020,"BD","","Bangladesh","I",10000,"Total 15-49","MA_MSTA_W_MAR",10000,"Total 15-49","","20676","20797","",1,0,1000,1,1667
2,493776,"Current marital status [Women]: Divorced","BD2011DHS",1,1,"MAMSTAWDIV",1,"",2011,"DHS",2011,41503040,"BD","","Bangladesh","I",10000,"Total 15-49","MA_MSTA_W_DIV",10000,"Total 15-49","","20676","20797","",1,0,1000,1,1667
2,493777,"Current marital status [Women]: Not living together","BD2011DHS",1,1.4,"MAMSTAWSEP",1,"",2011,"DHS",2011,41503050,"BD","","Bangladesh","I",10000,"Total 15-49","MA_MSTA_W_SEP",10000,"Total 15-49","","20676","20797","",1,0,1000,1,1667
